dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR01_sl1000_mr075_nv10_13,1,0.286,0.444,0.6,0.429,0.5,0.6,0.429,0.5,0.643,0.643,0.643,0.778,0.5,0.609,1,0.429,0.6
SIR01_sl1000_mr075_nv10_14,1,0.571,0.727,0.8,0.571,0.667,0.8,0.571,0.667,0.571,0.571,0.571,0.571,0.571,0.571,0.833,0.714,0.769
SIR01_sl1000_mr075_nv10_15,1,0.667,0.8,1,0.5,0.667,1,0.5,0.667,0.833,0.833,0.833,0.833,0.833,0.833,1,0.667,0.8
SIR01_sl1000_mr075_nv10_16,0.909,0.556,0.69,0.769,0.556,0.645,0.667,0.556,0.606,0.842,0.889,0.865,0.842,0.889,0.865,0.778,0.778,0.778
SIR01_sl1000_mr075_nv10_17,0.941,0.451,0.61,0.78,0.549,0.645,0.765,0.549,0.639,0.722,0.732,0.727,0.804,0.577,0.672,0.949,0.521,0.673
SIR01_sl1000_mr075_nv10_18,1,0.818,0.9,0.9,0.818,0.857,0.9,0.818,0.857,0.909,0.909,0.909,0.818,0.818,0.818,0.9,0.818,0.857
SIR01_sl1000_mr075_nv10_19,1,0.273,0.429,0.429,0.273,0.333,0.429,0.273,0.333,0.364,0.364,0.364,0.8,0.364,0.5,0.667,0.182,0.286
SIR01_sl1000_mr075_nv10_2,1,0.545,0.706,1,0.455,0.625,1,0.455,0.625,0.545,0.545,0.545,0.857,0.545,0.667,0.875,0.636,0.737
SIR01_sl1000_mr075_nv10_20,0.938,0.5,0.652,0.643,0.6,0.621,0.643,0.6,0.621,0.562,0.6,0.581,0.731,0.633,0.679,0.8,0.667,0.727
SIR01_sl1000_mr075_nv10_3,1,0.364,0.533,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.625,0.455,0.526,0.833,0.455,0.588
SIR01_sl1000_mr075_nv10_4,0.9,0.474,0.621,0.897,0.684,0.776,0.897,0.684,0.776,0.795,0.816,0.805,0.784,0.763,0.773,0.919,0.895,0.907
SIR01_sl1000_mr075_nv10_5,0.95,0.594,0.731,0.893,0.781,0.833,0.893,0.781,0.833,0.727,0.75,0.738,0.92,0.719,0.807,0.923,0.75,0.828
SIR01_sl1000_mr075_nv10_6,1,0.25,0.4,0.667,0.25,0.364,0.667,0.25,0.364,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,1,0.625,0.769,0.957,0.917,0.936,0.957,0.917,0.936,0.833,0.833,0.833,0.87,0.833,0.851,0.957,0.917,0.936
SIR01_sl1000_mr075_nv10_8,1,0.438,0.609,0.909,0.625,0.741,0.909,0.625,0.741,0.625,0.625,0.625,0.818,0.562,0.667,0.909,0.625,0.741
SIR01_sl1000_mr075_nv10_9,1,0.519,0.683,0.75,0.556,0.638,0.714,0.556,0.625,0.667,0.667,0.667,0.85,0.63,0.723,0.842,0.593,0.696
SIR01_sl1000_mr15_nv10_10,0.9,0.562,0.692,0.773,0.531,0.63,0.783,0.562,0.655,0.75,0.75,0.75,0.84,0.656,0.737,0.864,0.594,0.704
SIR01_sl1000_mr15_nv10_11,1,0.5,0.667,1,0.5,0.667,1,0.5,0.667,0.667,0.667,0.667,0.875,0.583,0.7,1,0.583,0.737
SIR01_sl1000_mr15_nv10_12,1,0.375,0.545,0.765,0.542,0.634,0.765,0.542,0.634,0.708,0.708,0.708,0.842,0.667,0.744,0.765,0.542,0.634
SIR01_sl1000_mr15_nv10_14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIR01_sl1000_mr15_nv10_15,0.818,0.237,0.367,0.677,0.553,0.609,0.697,0.605,0.648,0.538,0.553,0.545,0.68,0.447,0.54,0.769,0.526,0.625
SIR01_sl1000_mr15_nv10_16,1,0.571,0.727,1,0.571,0.727,1,0.857,0.923,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr15_nv10_17,1,0.55,0.71,1,0.8,0.889,1,0.8,0.889,0.9,0.9,0.9,0.941,0.8,0.865,1,0.8,0.889
SIR01_sl1000_mr15_nv10_18,1,0.565,0.722,0.78,0.667,0.719,0.78,0.667,0.719,0.676,0.696,0.686,0.846,0.638,0.727,0.917,0.638,0.752
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,1,0.889,0.941
SIR01_sl1000_mr15_nv10_20,0.667,0.667,0.667,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.93,0.678,0.784,0.922,0.797,0.855,0.922,0.797,0.855,0.738,0.763,0.75,0.882,0.763,0.818,0.922,0.797,0.855
SIR01_sl1000_mr15_nv10_5,1,0.6,0.75,1,0.7,0.824,1,0.7,0.824,0.9,0.9,0.9,1,0.8,0.889,1,0.7,0.824
SIR01_sl1000_mr15_nv10_6,0.667,0.286,0.4,1,0.714,0.833,1,0.714,0.833,1,1,1,1,1,1,1,0.714,0.833
SIR01_sl1000_mr15_nv10_7,0.964,0.54,0.692,0.919,0.68,0.782,0.895,0.68,0.773,0.68,0.68,0.68,0.842,0.64,0.727,0.944,0.68,0.791
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,0.75,0.3,0.429,0.75,0.3,0.429,0.7,0.7,0.7,1,0.6,0.75,0.889,0.8,0.842
SIR01_sl1000_mr15_nv10_9,1,0.286,0.444,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714,0.667,0.667,0.667,0.7,0.667,0.683
SIR01_sl1000_mr15_nv20_1,0.889,0.5,0.64,0.862,0.781,0.82,0.862,0.781,0.82,0.719,0.719,0.719,0.917,0.688,0.786,0.88,0.688,0.772
SIR01_sl1000_mr15_nv20_10,1,0.615,0.762,0.8,0.615,0.696,0.8,0.615,0.696,0.769,0.769,0.769,0.769,0.769,0.769,1,0.692,0.818
SIR01_sl1000_mr15_nv20_11,0.936,0.746,0.83,0.887,0.797,0.839,0.873,0.814,0.842,0.817,0.831,0.824,0.873,0.814,0.842,0.9,0.763,0.826
SIR01_sl1000_mr15_nv20_12,1,0.467,0.636,0.875,0.467,0.609,0.889,0.533,0.667,0.6,0.6,0.6,0.9,0.6,0.72,1,0.533,0.696
SIR01_sl1000_mr15_nv20_13,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.5,0.4,0.444,0.5,0.4,0.444,0.5,0.4,0.444,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.444
SIR01_sl1000_mr15_nv20_15,0.667,0.286,0.4,0.875,0.5,0.636,0.875,0.5,0.636,0.429,0.429,0.429,0.455,0.357,0.4,0.875,0.5,0.636
SIR01_sl1000_mr15_nv20_16,1,0.81,0.895,0.933,0.667,0.778,0.938,0.714,0.811,0.905,0.905,0.905,0.947,0.857,0.9,0.941,0.762,0.842
SIR01_sl1000_mr15_nv20_17,1,0.571,0.727,0.9,0.643,0.75,0.9,0.643,0.75,0.714,0.714,0.714,0.714,0.714,0.714,0.9,0.643,0.75
SIR01_sl1000_mr15_nv20_18,1,0.833,0.909,0.958,0.767,0.852,0.96,0.8,0.873,0.933,0.933,0.933,0.963,0.867,0.912,0.962,0.833,0.893
SIR01_sl1000_mr15_nv20_19,0.951,0.765,0.848,0.976,0.784,0.87,0.976,0.784,0.87,0.843,0.843,0.843,0.956,0.843,0.896,0.955,0.824,0.884
SIR01_sl1000_mr15_nv20_2,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.6,0.6,0.6,0.8,0.4,0.533,0.833,0.5,0.625
SIR01_sl1000_mr15_nv20_20,1,0.643,0.783,0.917,0.786,0.846,0.917,0.786,0.846,0.786,0.786,0.786,0.786,0.786,0.786,0.923,0.857,0.889
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.8,0.8,0.8,1,0.4,0.571,1,0.4,0.571
SIR01_sl1000_mr15_nv20_4,0.973,0.522,0.679,0.82,0.725,0.769,0.823,0.739,0.779,0.754,0.754,0.754,0.862,0.725,0.787,0.922,0.681,0.783
SIR01_sl1000_mr15_nv20_5,1,0.5,0.667,0.75,0.6,0.667,0.75,0.6,0.667,0.7,0.7,0.7,0.7,0.7,0.7,0.875,0.7,0.778
SIR01_sl1000_mr15_nv20_6,1,0.625,0.769,1,0.75,0.857,1,0.75,0.857,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,1,0.607,0.756,1,0.75,0.857,1,0.75,0.857,0.786,0.786,0.786,0.808,0.75,0.778,1,0.75,0.857
SIR01_sl1000_mr15_nv20_8,0.971,0.688,0.805,0.974,0.792,0.874,0.974,0.792,0.874,0.771,0.771,0.771,0.9,0.75,0.818,0.974,0.792,0.874
SIR01_sl1000_mr15_nv20_9,0.941,0.615,0.744,0.864,0.731,0.792,0.864,0.731,0.792,0.667,0.692,0.679,0.895,0.654,0.756,0.842,0.615,0.711
SIR01_sl1000_mr15_nv5_1,0.929,0.464,0.619,0.75,0.536,0.625,0.762,0.571,0.653,0.607,0.607,0.607,0.773,0.607,0.68,0.938,0.536,0.682
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842,0.727,0.727,0.727,1,0.727,0.842,1,0.727,0.842
SIR01_sl1000_mr15_nv5_11,1,0.222,0.364,0.75,0.333,0.462,0.75,0.333,0.462,0.667,0.667,0.667,0.714,0.556,0.625,0.75,0.667,0.706
SIR01_sl1000_mr15_nv5_12,0.857,0.522,0.649,0.588,0.435,0.5,0.579,0.478,0.524,0.478,0.478,0.478,0.611,0.478,0.537,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_13,0.818,0.562,0.667,0.818,0.562,0.667,0.833,0.625,0.714,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.833,0.455,0.588,0.833,0.682,0.75,0.833,0.682,0.75,0.696,0.727,0.711,0.75,0.545,0.632,0.833,0.682,0.75
SIR01_sl1000_mr15_nv5_15,0.96,0.533,0.686,0.825,0.733,0.776,0.825,0.733,0.776,0.711,0.711,0.711,0.744,0.644,0.69,0.865,0.711,0.78
SIR01_sl1000_mr15_nv5_16,0.571,0.444,0.5,1,0.222,0.364,0.667,0.222,0.333,0.444,0.444,0.444,0.75,0.333,0.462,1,0.444,0.615
SIR01_sl1000_mr15_nv5_17,1,0.625,0.769,1,0.5,0.667,1,0.625,0.769,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,1,0.444,0.615,0.714,0.556,0.625,0.714,0.556,0.625,0.667,0.667,0.667,1,0.667,0.8,0.875,0.778,0.824
SIR01_sl1000_mr15_nv5_19,1,0.333,0.5,0.765,0.619,0.684,0.765,0.619,0.684,0.667,0.667,0.667,0.647,0.524,0.579,0.857,0.571,0.686
SIR01_sl1000_mr15_nv5_2,0.867,0.371,0.52,0.786,0.629,0.698,0.793,0.657,0.719,0.657,0.657,0.657,0.741,0.571,0.645,0.95,0.543,0.691
SIR01_sl1000_mr15_nv5_20,0.857,0.353,0.5,0.846,0.647,0.733,0.846,0.647,0.733,0.706,0.706,0.706,0.833,0.588,0.69,0.857,0.706,0.774
SIR01_sl1000_mr15_nv5_3,0.5,0.111,0.182,0.6,0.333,0.429,0.6,0.333,0.429,0.444,0.444,0.444,0.667,0.444,0.533,0.5,0.444,0.471
SIR01_sl1000_mr15_nv5_4,1,0.28,0.438,0.867,0.52,0.65,0.867,0.52,0.65,0.32,0.32,0.32,0.647,0.44,0.524,0.933,0.56,0.7
SIR01_sl1000_mr15_nv5_5,1,0.273,0.429,0.571,0.364,0.444,0.571,0.364,0.444,0.727,0.727,0.727,0.636,0.636,0.636,0.8,0.364,0.5
SIR01_sl1000_mr15_nv5_6,1,0.478,0.647,0.846,0.478,0.611,0.846,0.478,0.611,0.522,0.522,0.522,0.846,0.478,0.611,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_7,1,0.5,0.667,1,0.375,0.545,0.75,0.375,0.5,0.375,0.375,0.375,1,0.375,0.545,1,0.375,0.545
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.4,0.25,0.308,0.4,0.25,0.308,0.375,0.375,0.375,0.6,0.375,0.462,1,0.375,0.545
SIR01_sl1000_mr15_nv5_9,0.95,0.404,0.567,0.8,0.596,0.683,0.8,0.596,0.683,0.617,0.617,0.617,0.806,0.532,0.641,0.867,0.553,0.675
SIR01_sl1000_mr3_nv10_1,0.941,0.533,0.681,0.75,0.7,0.724,0.75,0.7,0.724,0.839,0.867,0.852,0.84,0.7,0.764,0.8,0.667,0.727
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,0.875,0.778,0.824,0.875,0.778,0.824,1,1,1,1,0.778,0.875,0.875,0.778,0.824
SIR01_sl1000_mr3_nv10_11,0.962,0.439,0.602,0.86,0.649,0.74,0.864,0.667,0.752,0.684,0.684,0.684,0.947,0.632,0.758,0.95,0.667,0.784
SIR01_sl1000_mr3_nv10_12,0.826,0.559,0.667,0.885,0.676,0.767,0.889,0.706,0.787,0.629,0.647,0.638,0.786,0.647,0.71,0.893,0.735,0.806
SIR01_sl1000_mr3_nv10_13,0.952,0.556,0.702,0.862,0.694,0.769,0.862,0.694,0.769,0.639,0.639,0.639,0.778,0.583,0.667,0.96,0.667,0.787
SIR01_sl1000_mr3_nv10_14,0.9,0.643,0.75,1,0.821,0.902,1,0.857,0.923,0.793,0.821,0.807,0.889,0.857,0.873,1,0.964,0.982
SIR01_sl1000_mr3_nv10_15,0.667,0.222,0.333,1,0.444,0.615,1,0.444,0.615,0.556,0.556,0.556,0.75,0.333,0.462,0.8,0.444,0.571
SIR01_sl1000_mr3_nv10_16,0.952,0.625,0.755,0.923,0.75,0.828,0.926,0.781,0.847,0.812,0.812,0.812,0.885,0.719,0.793,0.923,0.75,0.828
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.857,0.6,0.706,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.6,0.667
SIR01_sl1000_mr3_nv10_18,1,0.583,0.737,0.9,0.75,0.818,0.9,0.75,0.818,0.792,0.792,0.792,0.818,0.75,0.783,1,0.708,0.829
SIR01_sl1000_mr3_nv10_19,1,0.433,0.605,0.52,0.433,0.473,0.52,0.433,0.473,0.484,0.5,0.492,0.765,0.433,0.553,0.923,0.4,0.558
SIR01_sl1000_mr3_nv10_2,1,0.556,0.714,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,1,0.417,0.588,0.727,0.667,0.696,0.727,0.667,0.696,0.833,0.833,0.833,0.8,0.667,0.727,0.7,0.583,0.636
SIR01_sl1000_mr3_nv10_3,0.846,0.55,0.667,0.842,0.8,0.821,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.882,0.75,0.811
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,1,0.417,0.588,1,0.417,0.588,0.917,0.917,0.917,0.9,0.75,0.818,0.889,0.667,0.762
SIR01_sl1000_mr3_nv10_5,0.938,0.536,0.682,0.783,0.643,0.706,0.792,0.679,0.731,0.75,0.75,0.75,0.8,0.714,0.755,0.842,0.571,0.681
SIR01_sl1000_mr3_nv10_6,0.893,0.463,0.61,0.587,0.5,0.54,0.58,0.537,0.558,0.556,0.556,0.556,0.698,0.556,0.619,0.848,0.519,0.644
SIR01_sl1000_mr3_nv10_7,1,0.435,0.606,0.722,0.565,0.634,0.722,0.565,0.634,0.652,0.652,0.652,0.727,0.696,0.711,0.923,0.522,0.667
SIR01_sl1000_mr3_nv10_8,1,0.6,0.75,1,0.6,0.75,1,0.6,0.75,0.7,0.7,0.7,1,0.6,0.75,1,0.6,0.75
SIR01_sl1000_mr3_nv10_9,1,0.517,0.682,0.9,0.621,0.735,0.9,0.621,0.735,0.621,0.621,0.621,0.941,0.552,0.696,0.947,0.621,0.75
AVG,0.874840909,0.527363636,0.643570707,0.891242424,0.670098485,0.754131313,0.862676768,0.697282828,0.76430303,0.729348485,0.752633838,0.740060606,0.807073232,0.705858586,0.747613636,0.907709596,0.714247475,0.789727273
