dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR01_sl500_mr15_nv10_7,0.667,0.571,0.615,1.0,0.571,0.727,0.75,0.857,0.8,0.75,0.857,0.8,1.0,0.714,0.833
SIR01_sl1000_mr075_nv10_18,1.0,0.818,0.9,0.9,0.818,0.857,0.909,0.909,0.909,0.818,0.818,0.818,0.9,0.818,0.857
SIR01_sl1000_mr3_nv10_14,0.9,0.643,0.75,1.0,0.821,0.902,0.793,0.821,0.807,0.889,0.857,0.873,1.0,0.964,0.982
SIR01_sl500_mr15_nv10_20,0.867,0.52,0.65,1.0,0.64,0.78,0.692,0.72,0.706,0.9,0.72,0.8,1.0,0.72,0.837
SEIR015_sl1000_mr0125_nv10_15,0.765,0.289,0.419,0.967,0.644,0.773,0.66,0.689,0.674,0.59,0.511,0.548,0.962,0.556,0.704
SIR003_sl1000_mr025_nv10_7,0.75,0.375,0.5,0.692,0.562,0.621,0.562,0.562,0.562,0.571,0.5,0.533,0.692,0.562,0.621
SEIR015_sl250_mr025_nv10_9,0.444,0.267,0.333,0.857,0.4,0.545,0.417,0.667,0.513,0.611,0.733,0.667,0.8,0.533,0.64
SEIR015_sl250_mr025_nv10_10,0.4,0.305,0.346,1.0,0.542,0.703,0.39,0.542,0.454,0.435,0.458,0.446,1.0,0.61,0.758
SEIR01_sl1000_mr025_nv10_11,0.917,0.629,0.746,1.0,0.857,0.923,0.784,0.829,0.806,0.879,0.829,0.853,1.0,0.943,0.971
SIR01_sl1000_mr075_nv10_17,0.941,0.451,0.61,0.78,0.549,0.645,0.722,0.732,0.727,0.804,0.577,0.672,0.949,0.521,0.673
SEIR01_sl1000_mr025_nv10_13,0.667,0.2,0.308,1.0,0.75,0.857,0.762,0.8,0.78,0.842,0.8,0.821,0.9,0.9,0.9
SIR01_sl1000_mr15_nv20_12,1.0,0.467,0.636,0.875,0.467,0.609,0.6,0.6,0.6,0.9,0.6,0.72,1.0,0.533,0.696
SEIR01_sl500_mr025_nv10_10,0.667,0.429,0.522,1.0,0.714,0.833,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714
SIR003_sl1000_mr05_nv5_18,1.0,0.438,0.609,0.727,0.5,0.593,0.75,0.75,0.75,0.8,0.75,0.774,0.733,0.688,0.71
SIR01_sl500_mr15_nv10_14,0.826,0.487,0.613,0.786,0.564,0.657,0.615,0.615,0.615,0.677,0.538,0.6,0.913,0.538,0.677
SIR003_sl500_mr05_nv10_6,0.909,0.476,0.625,0.867,0.619,0.722,0.762,0.762,0.762,0.824,0.667,0.737,0.833,0.476,0.606
SIR01_sl1000_mr075_nv10_7,1.0,0.625,0.769,0.957,0.917,0.936,0.833,0.833,0.833,0.87,0.833,0.851,0.957,0.917,0.936
SEIR01_sl1000_mr05_nv10_20,0.949,0.712,0.813,0.958,0.885,0.92,0.811,0.827,0.819,0.935,0.827,0.878,0.978,0.865,0.918
SIR003_sl250_mr05_nv10_4,0.889,0.667,0.762,0.8,0.333,0.471,0.769,0.833,0.8,0.769,0.833,0.8,0.8,0.667,0.727
SEIR01_sl500_mr025_nv10_3,0.9,0.857,0.878,0.941,0.762,0.842,0.826,0.905,0.864,0.826,0.905,0.864,0.895,0.81,0.85
SIR003_sl1000_mr05_nv5_19,0.812,0.382,0.52,0.708,0.5,0.586,0.543,0.559,0.551,0.586,0.5,0.54,0.76,0.559,0.644
SEIR015_sl1000_mr025_nv20_4,0.765,0.394,0.52,1.0,0.818,0.9,0.794,0.818,0.806,0.815,0.667,0.733,0.955,0.636,0.764
SIR003_sl1000_mr025_nv10_5,0.833,0.714,0.769,1.0,0.571,0.727,0.857,0.857,0.857,0.833,0.714,0.769,0.833,0.714,0.769
SEIR015_sl250_mr025_nv10_5,0.8,0.5,0.615,1.0,0.125,0.222,0.556,0.625,0.588,0.556,0.625,0.588,1.0,0.5,0.667
SIR01_sl500_mr15_nv10_18,0.75,0.48,0.585,0.824,0.56,0.667,0.6,0.6,0.6,0.737,0.56,0.636,0.824,0.56,0.667
SIR01_sl1000_mr3_nv10_5,0.938,0.536,0.682,0.783,0.643,0.706,0.75,0.75,0.75,0.8,0.714,0.755,0.842,0.571,0.681
SEIR015_sl1000_mr0125_nv10_19,0.882,0.484,0.625,1.0,0.548,0.708,0.5,0.516,0.508,0.857,0.581,0.692,0.95,0.613,0.745
SIR003_sl500_mr05_nv10_10,0.923,0.308,0.462,0.75,0.462,0.571,0.525,0.538,0.532,0.762,0.41,0.533,0.941,0.41,0.571
SEIR015_sl1000_mr025_nv20_11,0.889,0.615,0.727,1.0,0.692,0.818,0.857,0.923,0.889,0.833,0.769,0.8,0.923,0.923,0.923
SEIR015_sl250_mr025_nv10_6,0.556,0.429,0.484,1.0,0.486,0.654,0.667,0.743,0.703,0.684,0.743,0.712,0.923,0.686,0.787
SIR003_sl1000_mr05_nv20_3,1.0,0.538,0.7,0.8,0.615,0.696,0.692,0.692,0.692,0.8,0.615,0.696,0.8,0.615,0.696
SEIR015_sl1000_mr025_nv20_1,0.625,0.333,0.435,1.0,0.6,0.75,0.588,0.667,0.625,0.818,0.6,0.692,1.0,0.733,0.846
SEIR015_sl1000_mr0125_nv10_3,0.714,0.556,0.625,1.0,0.667,0.8,0.727,0.889,0.8,0.8,0.889,0.842,1.0,1.0,1.0
SIR01_sl1000_mr15_nv5_12,0.857,0.522,0.649,0.588,0.435,0.5,0.478,0.478,0.478,0.611,0.478,0.537,0.917,0.478,0.629
SIR003_sl1000_mr05_nv10_3,1.0,0.6,0.75,0.875,0.7,0.778,0.8,0.8,0.8,0.778,0.7,0.737,0.875,0.7,0.778
SEIR01_sl1000_mr025_nv10_17,0.897,0.578,0.703,0.875,0.778,0.824,0.644,0.644,0.644,0.763,0.644,0.699,0.921,0.778,0.843
SIR01_sl1000_mr15_nv10_20,0.667,0.667,0.667,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl500_mr05_nv10_12,0.824,0.538,0.651,0.636,0.538,0.583,0.643,0.692,0.667,0.773,0.654,0.708,0.773,0.654,0.708
SEIR015_sl1000_mr025_nv5_14,0.727,0.533,0.615,0.917,0.733,0.815,0.611,0.733,0.667,0.692,0.6,0.643,0.917,0.733,0.815
SIR01_sl1000_mr3_nv10_13,0.952,0.556,0.702,0.862,0.694,0.769,0.639,0.639,0.639,0.778,0.583,0.667,0.96,0.667,0.787
SEIR015_sl1000_mr05_nv10_15,0.75,0.273,0.4,1.0,0.545,0.706,0.75,0.818,0.783,0.7,0.636,0.667,1.0,0.727,0.842
SEIR015_sl250_mr025_nv10_4,0.81,0.68,0.739,1.0,0.4,0.571,0.692,0.72,0.706,0.692,0.72,0.706,0.889,0.64,0.744
SEIR015_sl1000_mr025_nv20_6,0.792,0.5,0.613,0.963,0.684,0.8,0.717,0.868,0.786,0.732,0.789,0.759,0.972,0.921,0.946
SEIR015_sl1000_mr05_nv10_14,0.867,0.283,0.426,1.0,0.804,0.892,0.545,0.652,0.594,0.784,0.63,0.699,1.0,0.674,0.805
SEIR01_sl250_mr025_nv10_5,0.667,0.585,0.623,0.962,0.61,0.746,0.562,0.659,0.607,0.622,0.683,0.651,0.846,0.805,0.825
SIR003_sl1000_mr05_nv20_4,0.95,0.594,0.731,0.885,0.719,0.793,0.844,0.844,0.844,0.897,0.812,0.852,0.889,0.75,0.814
SEIR01_sl500_mr025_nv10_5,1.0,0.6,0.75,1.0,0.4,0.571,0.571,0.8,0.667,0.8,0.8,0.8,1.0,0.4,0.571
SIR003_sl1000_mr05_nv5_9,0.714,0.417,0.526,0.867,0.542,0.667,0.5,0.542,0.52,0.591,0.542,0.565,0.867,0.542,0.667
SEIR015_sl250_mr025_nv10_16,0.175,0.259,0.209,0.667,0.148,0.242,0.15,0.333,0.207,0.167,0.296,0.213,0.727,0.296,0.421
SEIR015_sl250_mr025_nv10_18,0.222,0.182,0.2,0,0,0,0.471,0.727,0.571,0.471,0.727,0.571,0,0,0
SEIR015_sl1000_mr025_nv5_5,0.833,0.238,0.37,1.0,0.333,0.5,0.565,0.619,0.591,0.688,0.524,0.595,1.0,0.238,0.385
SEIR015_sl1000_mr025_nv20_7,1.0,0.722,0.839,0.935,0.806,0.866,0.861,0.861,0.861,0.938,0.833,0.882,1.0,0.889,0.941
SIR003_sl1000_mr05_nv5_12,1.0,0.833,0.909,1.0,0.667,0.8,1.0,1.0,1.0,1.0,0.833,0.909,0.8,0.667,0.727
SEIR01_sl250_mr025_nv10_17,0.3,0.375,0.333,1.0,0.125,0.222,0.286,0.5,0.364,0.333,0.5,0.4,0.75,0.75,0.75
SIR01_sl1000_mr15_nv5_8,1.0,0.25,0.4,0.4,0.25,0.308,0.375,0.375,0.375,0.6,0.375,0.462,1.0,0.375,0.545
SIR01_sl500_mr15_nv10_5,0.897,0.5,0.642,0.919,0.654,0.764,0.636,0.673,0.654,0.825,0.635,0.717,0.951,0.75,0.839
SEIR01_sl1000_mr025_nv5_20,0.846,0.458,0.595,1.0,0.625,0.769,0.625,0.625,0.625,0.682,0.625,0.652,0.944,0.708,0.81
SEIR01_sl1000_mr0125_nv10_12,1.0,0.2,0.333,1.0,0.4,0.571,0.2,0.2,0.2,0.25,0.2,0.222,1.0,0.8,0.889
SEIR015_sl500_mr025_nv10_7,0.735,0.403,0.521,0.974,0.597,0.74,0.493,0.565,0.526,0.69,0.468,0.558,0.944,0.548,0.694
SEIR015_sl1000_mr025_nv5_18,0.8,0.436,0.565,0.875,0.636,0.737,0.596,0.618,0.607,0.872,0.618,0.723,0.944,0.618,0.747
SIR01_sl1000_mr3_nv10_15,0.667,0.222,0.333,1.0,0.444,0.615,0.556,0.556,0.556,0.75,0.333,0.462,0.8,0.444,0.571
SIR003_sl250_mr05_nv10_10,0.692,0.474,0.562,0.727,0.421,0.533,0.524,0.579,0.55,0.55,0.579,0.564,0.812,0.684,0.743
SEIR015_sl1000_mr025_nv5_2,1.0,0.444,0.615,1.0,0.444,0.615,0.8,0.889,0.842,1.0,0.667,0.8,1.0,0.444,0.615
SIR003_sl250_mr05_nv10_8,0.778,0.412,0.538,0.875,0.412,0.56,0.556,0.588,0.571,0.556,0.588,0.571,0.846,0.647,0.733
SEIR015_sl250_mr025_nv10_12,0.611,0.512,0.557,1.0,0.395,0.567,0.382,0.674,0.487,0.46,0.674,0.547,0.92,0.535,0.676
SIR01_sl500_mr15_nv10_2,0.812,0.619,0.703,0.933,0.667,0.778,0.682,0.714,0.698,0.714,0.714,0.714,0.9,0.857,0.878
SIR003_sl1000_mr05_nv5_20,1.0,0.462,0.632,1.0,0.385,0.556,0.769,0.769,0.769,0.818,0.692,0.75,1.0,0.615,0.762
SIR003_sl500_mr05_nv10_8,0.778,0.467,0.583,0.875,0.467,0.609,0.6,0.6,0.6,0.8,0.8,0.8,1.0,0.733,0.846
SIR01_sl1000_mr15_nv20_7,1.0,0.607,0.756,1.0,0.75,0.857,0.786,0.786,0.786,0.808,0.75,0.778,1.0,0.75,0.857
SIR01_sl500_mr15_nv10_8,0.75,0.375,0.5,1.0,0.5,0.667,0.444,0.5,0.471,0.5,0.375,0.429,1.0,0.5,0.667
SEIR01_sl1000_mr025_nv5_13,1.0,0.75,0.857,1.0,0.667,0.8,0.917,0.917,0.917,0.917,0.917,0.917,0.909,0.833,0.87
SEIR01_sl250_mr025_nv10_20,0.857,0.667,0.75,1.0,0.444,0.615,0.684,0.722,0.703,0.722,0.722,0.722,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv20_13,0.896,0.741,0.811,0.941,0.828,0.881,0.862,0.862,0.862,0.942,0.845,0.891,0.961,0.845,0.899
SIR003_sl1000_mr05_nv10_13,0.968,0.536,0.69,0.796,0.696,0.743,0.821,0.821,0.821,0.851,0.714,0.777,0.87,0.714,0.784
SEIR015_sl500_mr025_nv10_3,0.773,0.459,0.576,0.75,0.405,0.526,0.634,0.703,0.667,0.73,0.73,0.73,0.944,0.459,0.618
SIR01_sl1000_mr3_nv10_4,1.0,0.417,0.588,1.0,0.417,0.588,0.917,0.917,0.917,0.9,0.75,0.818,0.889,0.667,0.762
SEIR01_sl1000_mr05_nv10_14,0.923,0.615,0.738,1.0,0.846,0.917,0.725,0.744,0.734,0.914,0.821,0.865,1.0,0.692,0.818
SIR01_sl250_mr15_nv10_6,0.536,0.349,0.423,0.929,0.302,0.456,0.44,0.512,0.473,0.5,0.395,0.442,0.952,0.465,0.625
SIR01_sl250_mr15_nv10_14,0.545,0.4,0.462,0.857,0.4,0.545,0.368,0.467,0.412,0.389,0.467,0.424,0.917,0.733,0.815
SIR003_sl1000_mr05_nv10_7,1.0,0.739,0.85,0.905,0.826,0.864,0.87,0.87,0.87,0.905,0.826,0.864,0.905,0.826,0.864
SIR01_sl250_mr15_nv10_20,0.6,0.429,0.5,1.0,0.286,0.444,0.444,0.571,0.5,0.429,0.429,0.429,1.0,0.429,0.6
SIR01_sl1000_mr3_nv10_3,0.846,0.55,0.667,0.842,0.8,0.821,0.7,0.7,0.7,0.7,0.7,0.7,0.882,0.75,0.811
SEIR015_sl250_mr025_nv10_14,0.308,0.32,0.314,1.0,0.12,0.214,0.318,0.56,0.406,0.351,0.52,0.419,0.941,0.64,0.762
SIR003_sl1000_mr05_nv5_6,0.75,0.273,0.4,0.571,0.364,0.444,0.455,0.455,0.455,0.556,0.455,0.5,1.0,0.364,0.533
SIR01_sl500_mr15_nv10_4,0.933,0.571,0.709,0.816,0.633,0.713,0.714,0.714,0.714,0.892,0.673,0.767,0.882,0.612,0.723
SIR01_sl1000_mr15_nv10_11,1.0,0.5,0.667,1.0,0.5,0.667,0.667,0.667,0.667,0.875,0.583,0.7,1.0,0.583,0.737
SEIR015_sl1000_mr0125_nv10_14,0.78,0.615,0.688,0.975,0.75,0.848,0.746,0.846,0.793,0.774,0.788,0.781,0.976,0.788,0.872
SEIR01_sl1000_mr05_nv10_13,0.667,0.25,0.364,0.833,0.625,0.714,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_11,0.81,0.486,0.607,0.759,0.629,0.688,0.686,0.686,0.686,0.688,0.629,0.657,0.793,0.657,0.719
SEIR01_sl250_mr025_nv10_16,0.452,0.413,0.432,0.957,0.478,0.638,0.516,0.717,0.6,0.483,0.63,0.547,0.941,0.696,0.8
SEIR01_sl250_mr025_nv10_2,0.667,0.714,0.69,1.0,0.357,0.526,0.529,0.643,0.581,0.643,0.643,0.643,0.846,0.786,0.815
SEIR01_sl1000_mr0125_nv10_8,0.667,0.333,0.444,0.8,0.667,0.727,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr025_nv10_9,0.935,0.617,0.744,0.932,0.872,0.901,0.809,0.809,0.809,0.86,0.787,0.822,0.953,0.872,0.911
SIR003_sl500_mr05_nv10_7,0.706,0.667,0.686,1.0,0.722,0.839,0.667,0.778,0.718,0.667,0.778,0.718,0.933,0.778,0.848
SIR01_sl500_mr15_nv10_12,0.6,0.5,0.545,1.0,0.167,0.286,0.5,0.667,0.571,0.6,0.5,0.545,1.0,0.167,0.286
SIR01_sl1000_mr3_nv10_19,1.0,0.433,0.605,0.52,0.433,0.473,0.484,0.5,0.492,0.765,0.433,0.553,0.923,0.4,0.558
SIR01_sl1000_mr15_nv5_14,0.833,0.455,0.588,0.833,0.682,0.75,0.696,0.727,0.711,0.75,0.545,0.632,0.833,0.682,0.75
SEIR015_sl1000_mr025_nv5_8,1.0,0.348,0.516,1.0,0.696,0.821,0.76,0.826,0.792,0.789,0.652,0.714,1.0,0.609,0.757
SIR01_sl1000_mr075_nv10_9,1.0,0.519,0.683,0.75,0.556,0.638,0.667,0.667,0.667,0.85,0.63,0.723,0.842,0.593,0.696
SIR003_sl1000_mr05_nv10_5,0.769,0.217,0.339,0.649,0.522,0.578,0.435,0.435,0.435,0.556,0.435,0.488,0.71,0.478,0.571
SIR01_sl1000_mr075_nv10_11,1.0,0.714,0.833,1.0,0.714,0.833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857,0.923
SIR003_sl500_mr05_nv10_14,0.81,0.515,0.63,0.818,0.545,0.655,0.667,0.667,0.667,0.769,0.606,0.678,0.818,0.545,0.655
SEIR01_sl1000_mr0125_nv10_14,0.96,0.8,0.873,0.966,0.933,0.949,0.933,0.933,0.933,0.933,0.933,0.933,0.966,0.933,0.949
SIR01_sl1000_mr15_nv10_19,1.0,0.667,0.8,1.0,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,1.0,0.889,0.941
SIR01_sl250_mr15_nv10_3,0.818,0.643,0.72,1.0,0.357,0.526,0.588,0.714,0.645,0.714,0.714,0.714,1.0,0.571,0.727
SIR01_sl250_mr15_nv10_16,0.688,0.478,0.564,1.0,0.565,0.722,0.577,0.652,0.612,0.52,0.565,0.542,1.0,0.609,0.757
SIR01_sl1000_mr15_nv10_5,1.0,0.6,0.75,1.0,0.7,0.824,0.9,0.9,0.9,1.0,0.8,0.889,1.0,0.7,0.824
SEIR015_sl1000_mr025_nv5_11,0.714,0.319,0.441,0.971,0.723,0.829,0.588,0.638,0.612,0.711,0.574,0.635,0.96,0.511,0.667
SEIR015_sl1000_mr025_nv5_13,1.0,0.355,0.524,1.0,0.71,0.83,0.75,0.774,0.762,1.0,0.742,0.852,1.0,0.742,0.852
SIR01_sl1000_mr15_nv10_10,0.9,0.562,0.692,0.773,0.531,0.63,0.75,0.75,0.75,0.84,0.656,0.737,0.864,0.594,0.704
SIR01_sl250_mr15_nv10_2,0.545,0.667,0.6,1.0,0.444,0.615,0.545,0.667,0.6,0.667,0.667,0.667,0.857,0.667,0.75
SEIR015_sl1000_mr025_nv20_15,0.632,0.5,0.558,1.0,0.375,0.545,0.647,0.917,0.759,0.72,0.75,0.735,1.0,0.583,0.737
SEIR015_sl1000_mr025_nv10_2,0.731,0.339,0.463,0.98,0.875,0.925,0.633,0.679,0.655,0.872,0.732,0.796,0.957,0.786,0.863
SIR01_sl1000_mr15_nv10_12,1.0,0.375,0.545,0.765,0.542,0.634,0.708,0.708,0.708,0.842,0.667,0.744,0.765,0.542,0.634
SEIR015_sl1000_mr05_nv10_11,0.375,0.375,0.375,1.0,0.375,0.545,0.333,0.375,0.353,0.333,0.375,0.353,1.0,0.5,0.667
SIR01_sl1000_mr15_nv5_20,0.857,0.353,0.5,0.846,0.647,0.733,0.706,0.706,0.706,0.833,0.588,0.69,0.857,0.706,0.774
SEIR015_sl1000_mr05_nv10_12,0.571,0.5,0.533,1.0,0.25,0.4,0.727,1.0,0.842,0.727,1.0,0.842,1.0,0.875,0.933
SEIR015_sl1000_mr05_nv10_6,0.867,0.433,0.578,1.0,0.833,0.909,0.625,0.667,0.645,0.818,0.6,0.692,0.909,0.667,0.769
SEIR015_sl1000_mr0125_nv10_16,0.769,0.635,0.696,0.974,0.587,0.733,0.676,0.762,0.716,0.774,0.762,0.768,1.0,0.778,0.875
SIR01_sl1000_mr3_nv10_16,0.952,0.625,0.755,0.923,0.75,0.828,0.812,0.812,0.812,0.885,0.719,0.793,0.923,0.75,0.828
SEIR01_sl1000_mr025_nv5_18,0.862,0.532,0.658,0.9,0.766,0.828,0.766,0.766,0.766,0.886,0.66,0.756,0.905,0.809,0.854
SIR003_sl250_mr05_nv10_11,0.429,0.25,0.316,1.0,0.25,0.4,0.467,0.583,0.519,0.429,0.25,0.316,0.571,0.333,0.421
SIR01_sl1000_mr3_nv10_9,1.0,0.517,0.682,0.9,0.621,0.735,0.621,0.621,0.621,0.941,0.552,0.696,0.947,0.621,0.75
SEIR01_sl500_mr025_nv10_9,0.778,0.778,0.778,0.857,0.667,0.75,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl500_mr025_nv10_19,0.6,0.75,0.667,0.75,0.375,0.5,0.5,0.625,0.556,0.556,0.625,0.588,0.75,0.75,0.75
SIR003_sl1000_mr05_nv20_1,1.0,0.543,0.704,0.844,0.771,0.806,0.743,0.743,0.743,0.833,0.714,0.769,0.889,0.686,0.774
SEIR01_sl1000_mr025_nv5_8,0.857,0.522,0.649,0.941,0.696,0.8,0.913,0.913,0.913,0.909,0.87,0.889,0.947,0.783,0.857
SEIR01_sl500_mr025_nv10_6,0.927,0.717,0.809,0.978,0.849,0.909,0.845,0.925,0.883,0.885,0.868,0.876,0.979,0.868,0.92
SIR003_sl1000_mr025_nv10_19,0.909,0.417,0.571,0.75,0.5,0.6,0.792,0.792,0.792,0.773,0.708,0.739,0.778,0.583,0.667
SEIR015_sl1000_mr05_nv10_1,0.6,0.353,0.444,1.0,0.706,0.828,0.55,0.647,0.595,0.667,0.588,0.625,0.875,0.824,0.848
SIR003_sl1000_mr05_nv5_11,0.897,0.419,0.571,0.818,0.581,0.679,0.661,0.661,0.661,0.8,0.645,0.714,0.872,0.548,0.673
SIR01_sl500_mr15_nv10_11,0.778,0.412,0.538,1.0,0.647,0.786,0.611,0.647,0.629,0.75,0.529,0.621,0.846,0.647,0.733
SIR003_sl1000_mr05_nv5_14,0.923,0.414,0.571,0.81,0.586,0.68,0.69,0.69,0.69,0.739,0.586,0.654,1.0,0.483,0.651
SIR003_sl1000_mr025_nv10_2,0.875,0.737,0.8,1.0,0.789,0.882,0.85,0.895,0.872,0.875,0.737,0.8,1.0,0.789,0.882
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.8,0.571,0.667,0.857,0.857,0.857,0.714,0.714,0.714,0.833,0.714,0.769
SEIR01_sl250_mr025_nv10_9,0.784,0.656,0.714,1.0,0.852,0.92,0.681,0.803,0.737,0.758,0.77,0.764,1.0,0.885,0.939
SIR003_sl1000_mr05_nv10_14,1.0,0.7,0.824,1.0,0.9,0.947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.947
SIR003_sl250_mr05_nv10_19,0.5,0.24,0.324,0.571,0.32,0.41,0.333,0.4,0.364,0.28,0.28,0.28,0.615,0.32,0.421
SEIR015_sl1000_mr05_nv10_5,0.714,0.455,0.556,1.0,0.727,0.842,0.818,0.818,0.818,0.818,0.818,0.818,0.875,0.636,0.737
SEIR015_sl1000_mr025_nv20_2,0.938,0.6,0.732,1.0,0.6,0.75,0.846,0.88,0.863,0.846,0.88,0.863,1.0,0.92,0.958
SEIR01_sl1000_mr0125_nv10_4,0.938,0.625,0.75,0.857,0.75,0.8,0.75,0.75,0.75,0.857,0.75,0.8,0.864,0.792,0.826
SEIR015_sl1000_mr025_nv20_19,0.375,0.273,0.316,1.0,0.545,0.706,0.462,0.545,0.5,0.6,0.545,0.571,0.9,0.818,0.857
SEIR015_sl1000_mr025_nv20_16,0.909,0.667,0.769,0.897,0.867,0.881,0.871,0.9,0.885,0.862,0.833,0.847,0.9,0.9,0.9
SIR01_sl500_mr15_nv10_19,0.938,0.556,0.698,0.9,0.667,0.766,0.75,0.778,0.764,0.75,0.667,0.706,0.95,0.704,0.809
SEIR015_sl500_mr025_nv10_1,0.833,0.5,0.625,1.0,0.6,0.75,0.667,0.8,0.727,0.667,0.8,0.727,0.727,0.8,0.762
SIR003_sl1000_mr025_nv10_12,0.939,0.633,0.756,0.905,0.776,0.835,0.78,0.796,0.788,0.905,0.776,0.835,0.974,0.776,0.864
SIR003_sl1000_mr05_nv5_8,0.889,0.32,0.471,0.882,0.6,0.714,0.462,0.48,0.471,0.733,0.44,0.55,0.875,0.56,0.683
SIR01_sl250_mr15_nv10_19,0.8,0.571,0.667,1.0,0.571,0.727,0.75,0.857,0.8,0.75,0.857,0.8,0.833,0.714,0.769
SIR003_sl1000_mr05_nv10_4,0.9,0.692,0.783,0.9,0.692,0.783,0.846,0.846,0.846,0.846,0.846,0.846,0.917,0.846,0.88
SIR003_sl500_mr05_nv10_18,1.0,0.615,0.762,1.0,0.615,0.762,0.846,0.846,0.846,0.846,0.846,0.846,0.923,0.923,0.923
SIR01_sl1000_mr15_nv5_11,1.0,0.222,0.364,0.75,0.333,0.462,0.667,0.667,0.667,0.714,0.556,0.625,0.75,0.667,0.706
SIR01_sl1000_mr15_nv5_13,0.818,0.562,0.667,0.818,0.562,0.667,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SEIR01_sl1000_mr0125_nv10_2,0.941,0.615,0.744,1.0,0.731,0.844,0.923,0.923,0.923,0.923,0.923,0.923,1.0,1.0,1.0
SIR01_sl1000_mr15_nv10_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR003_sl500_mr05_nv10_11,1.0,0.167,0.286,1.0,0.333,0.5,0.833,0.833,0.833,0.833,0.833,0.833,0.8,0.667,0.727
SEIR015_sl1000_mr0125_nv10_18,0.625,0.5,0.556,1.0,0.7,0.824,0.667,0.8,0.727,0.7,0.7,0.7,1.0,0.8,0.889
SEIR01_sl500_mr025_nv10_2,0.8,0.5,0.615,1.0,0.375,0.545,0.5,0.5,0.5,0.571,0.5,0.533,0.857,0.75,0.8
SIR003_sl1000_mr1_nv10_6,1.0,0.567,0.723,0.741,0.667,0.702,0.733,0.733,0.733,0.95,0.633,0.76,0.875,0.7,0.778
SIR003_sl1000_mr05_nv5_5,1.0,0.455,0.625,1.0,0.455,0.625,0.818,0.818,0.818,1.0,0.727,0.842,1.0,0.455,0.625
SIR01_sl1000_mr15_nv20_19,0.951,0.765,0.848,0.976,0.784,0.87,0.843,0.843,0.843,0.956,0.843,0.896,0.955,0.824,0.884
SEIR01_sl1000_mr05_nv10_17,0.929,0.591,0.722,0.913,0.955,0.933,0.87,0.909,0.889,0.952,0.909,0.93,0.952,0.909,0.93
SIR003_sl1000_mr05_nv5_16,1.0,0.167,0.286,0.667,0.333,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.909,0.556,0.69,0.769,0.556,0.645,0.842,0.889,0.865,0.842,0.889,0.865,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv10_17,0.833,0.395,0.536,0.963,0.684,0.8,0.718,0.737,0.727,0.8,0.737,0.767,0.96,0.632,0.762
SIR01_sl1000_mr15_nv10_16,1.0,0.571,0.727,1.0,0.571,0.727,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_18,1.0,0.553,0.712,0.788,0.684,0.732,0.763,0.763,0.763,0.812,0.684,0.743,0.852,0.605,0.708
SEIR015_sl1000_mr05_nv10_2,1.0,0.31,0.473,0.975,0.929,0.951,0.833,0.833,0.833,0.909,0.714,0.8,0.941,0.762,0.842
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_3,1.0,0.4,0.571,1.0,0.4,0.571,0.8,0.8,0.8,1.0,0.4,0.571,1.0,0.4,0.571
SEIR015_sl1000_mr05_nv10_16,0.929,0.634,0.754,1.0,0.78,0.877,0.826,0.927,0.874,0.857,0.878,0.867,0.972,0.854,0.909
SIR01_sl1000_mr15_nv10_7,0.964,0.54,0.692,0.919,0.68,0.782,0.68,0.68,0.68,0.842,0.64,0.727,0.944,0.68,0.791
SIR003_sl1000_mr1_nv10_10,0.625,0.455,0.526,0.75,0.545,0.632,0.455,0.455,0.455,0.625,0.455,0.526,0.778,0.636,0.7
SIR01_sl1000_mr075_nv10_1,0.97,0.561,0.711,0.867,0.684,0.765,0.825,0.825,0.825,0.865,0.789,0.826,0.915,0.754,0.827
