dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SEIR01_sl1000_mr0125_nv10_16,1.0,0.429,0.6,1.0,0.714,0.833,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,1.0,0.857,0.923
SEIR01_sl1000_mr0125_nv10_17,1.0,0.833,0.909,1.0,0.75,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_18,0.973,0.8,0.878,0.953,0.911,0.932,0.955,0.933,0.944,0.913,0.933,0.923,0.933,0.933,0.933,1.0,0.911,0.953
SEIR01_sl1000_mr0125_nv10_19,1.0,0.7,0.824,1.0,0.767,0.868,1.0,0.867,0.929,0.9,0.9,0.9,0.929,0.867,0.897,1.0,0.933,0.966
SEIR01_sl1000_mr0125_nv10_2,1.0,0.654,0.791,1.0,0.731,0.844,1.0,0.846,0.917,0.962,0.962,0.962,0.962,0.962,0.962,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_20,1.0,0.92,0.958,1.0,0.84,0.913,1.0,0.96,0.98,0.962,1.0,0.98,1.0,0.92,0.958,1.0,0.96,0.98
SEIR01_sl1000_mr0125_nv10_3,0.885,0.605,0.719,1.0,0.895,0.944,1.0,0.974,0.987,0.868,0.868,0.868,0.917,0.868,0.892,1.0,0.921,0.959
SEIR01_sl1000_mr0125_nv10_4,1.0,0.667,0.8,0.905,0.792,0.844,0.909,0.833,0.87,0.875,0.875,0.875,0.952,0.833,0.889,0.909,0.833,0.87
SEIR01_sl1000_mr0125_nv10_5,0.974,0.809,0.884,1.0,0.872,0.932,1.0,0.957,0.978,0.898,0.936,0.917,0.913,0.894,0.903,1.0,0.915,0.956
SEIR01_sl1000_mr0125_nv10_6,1.0,0.604,0.753,0.935,0.896,0.915,0.935,0.896,0.915,0.917,0.917,0.917,0.95,0.792,0.864,0.974,0.792,0.874
SEIR01_sl1000_mr0125_nv10_7,1.0,0.795,0.886,1.0,0.872,0.932,1.0,0.872,0.932,0.923,0.923,0.923,0.973,0.923,0.947,1.0,0.872,0.932
SEIR01_sl1000_mr0125_nv10_8,1.0,0.5,0.667,1.0,0.833,0.909,1.0,0.833,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_9,1.0,0.66,0.795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915,0.956,1.0,0.894,0.944
SEIR01_sl1000_mr025_nv10_1,0.941,0.571,0.711,1.0,0.821,0.902,1.0,0.857,0.923,0.929,0.929,0.929,0.923,0.857,0.889,1.0,0.964,0.982
SEIR01_sl1000_mr025_nv10_10,0.8,0.889,0.842,1.0,0.889,0.941,0.9,1.0,0.947,0.889,0.889,0.889,0.889,0.889,0.889,0.9,1.0,0.947
SEIR01_sl1000_mr025_nv10_11,0.917,0.629,0.746,1.0,0.857,0.923,1.0,0.943,0.971,0.811,0.857,0.833,0.879,0.829,0.853,1.0,0.943,0.971
SEIR01_sl1000_mr025_nv10_12,1.0,0.625,0.769,1.0,0.75,0.857,1.0,0.75,0.857,0.875,0.875,0.875,0.857,0.75,0.8,0.857,0.75,0.8
SEIR01_sl1000_mr025_nv10_13,0.8,0.2,0.32,1.0,0.75,0.857,1.0,0.75,0.857,0.85,0.85,0.85,0.944,0.85,0.895,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_14,0.958,0.676,0.793,1.0,0.853,0.921,1.0,0.941,0.97,0.914,0.941,0.928,0.912,0.912,0.912,1.0,0.941,0.97
SEIR01_sl1000_mr025_nv10_15,1.0,0.8,0.889,1.0,0.8,0.889,1.0,0.8,0.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_16,1.0,0.571,0.727,0.95,0.905,0.927,0.951,0.929,0.94,0.884,0.905,0.894,1.0,0.81,0.895,1.0,0.833,0.909
SEIR01_sl1000_mr025_nv10_17,1.0,0.644,0.784,0.95,0.844,0.894,0.951,0.867,0.907,0.8,0.8,0.8,0.842,0.711,0.771,1.0,0.844,0.916
SEIR01_sl1000_mr025_nv10_18,1.0,0.889,0.941,1.0,0.889,0.941,1.0,0.889,0.941,1.0,1.0,1.0,1.0,0.889,0.941,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_19,0.974,0.627,0.763,0.964,0.898,0.93,0.965,0.932,0.948,0.852,0.881,0.867,0.873,0.814,0.842,0.96,0.814,0.881
SEIR01_sl1000_mr025_nv10_2,1.0,0.727,0.842,0.955,0.955,0.955,0.955,0.955,0.955,0.909,0.909,0.909,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr025_nv10_20,1.0,0.765,0.867,1.0,0.941,0.97,1.0,0.941,0.97,0.941,0.941,0.941,1.0,1.0,1.0,1.0,0.941,0.97
SEIR01_sl1000_mr025_nv10_3,0.971,0.694,0.81,0.978,0.898,0.936,0.979,0.939,0.958,0.898,0.898,0.898,0.894,0.857,0.875,1.0,0.898,0.946
SEIR01_sl1000_mr025_nv10_4,0.972,0.673,0.795,1.0,0.942,0.97,1.0,0.942,0.97,0.925,0.942,0.933,0.977,0.808,0.884,1.0,0.885,0.939
SEIR01_sl1000_mr025_nv10_5,1.0,0.795,0.886,0.925,0.841,0.881,0.907,0.886,0.897,0.909,0.909,0.909,0.974,0.864,0.916,0.946,0.795,0.864
SEIR01_sl1000_mr025_nv10_6,1.0,0.571,0.727,1.0,0.571,0.727,1.0,0.714,0.833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857,0.923
SEIR01_sl1000_mr025_nv10_7,1.0,0.75,0.857,0.944,0.85,0.895,0.944,0.85,0.895,0.85,0.85,0.85,0.914,0.8,0.853,0.944,0.85,0.895
SEIR01_sl1000_mr025_nv10_8,1.0,0.704,0.826,0.917,0.815,0.863,0.92,0.852,0.885,0.926,0.926,0.926,1.0,0.926,0.962,0.926,0.926,0.926
SEIR01_sl1000_mr025_nv10_9,0.935,0.617,0.744,0.932,0.872,0.901,0.932,0.872,0.901,0.83,0.83,0.83,0.884,0.809,0.844,0.977,0.894,0.933
SEIR01_sl1000_mr025_nv20_1,0.958,0.719,0.821,1.0,0.938,0.968,0.969,0.969,0.969,0.912,0.969,0.939,0.939,0.969,0.954,0.969,0.969,0.969
SEIR01_sl1000_mr025_nv20_10,1.0,0.556,0.714,1.0,0.556,0.714,1.0,0.667,0.8,0.889,0.889,0.889,1.0,0.778,0.875,1.0,0.778,0.875
SEIR01_sl1000_mr025_nv20_11,1.0,0.8,0.889,1.0,0.8,0.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_12,1.0,0.833,0.909,1.0,0.833,0.909,1.0,0.889,0.941,0.944,0.944,0.944,1.0,0.944,0.971,1.0,0.889,0.941
SEIR01_sl1000_mr025_nv20_13,0.957,0.759,0.846,0.941,0.828,0.881,0.943,0.862,0.901,0.897,0.897,0.897,0.962,0.862,0.909,0.98,0.862,0.917
SEIR01_sl1000_mr025_nv20_14,0.923,0.923,0.923,1.0,0.769,0.87,1.0,0.846,0.917,0.923,0.923,0.923,0.923,0.923,0.923,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_15,0.938,0.652,0.769,1.0,0.957,0.978,1.0,0.957,0.978,0.957,0.957,0.957,1.0,0.957,0.978,1.0,0.957,0.978
SEIR01_sl1000_mr025_nv20_16,0.571,0.571,0.571,1.0,0.286,0.444,1.0,0.857,0.923,0.625,0.714,0.667,0.625,0.714,0.667,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_17,0.95,0.76,0.844,1.0,0.88,0.936,1.0,0.88,0.936,0.88,0.88,0.88,0.875,0.84,0.857,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_18,1.0,0.962,0.98,1.0,0.885,0.939,1.0,0.962,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_19,1.0,0.962,0.981,1.0,0.981,0.99,1.0,0.981,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_2,1.0,0.714,0.833,1.0,0.976,0.988,1.0,0.976,0.988,0.952,0.952,0.952,0.976,0.952,0.964,1.0,0.976,0.988
SEIR01_sl1000_mr025_nv20_20,0.952,0.645,0.769,0.966,0.903,0.933,0.969,1.0,0.984,0.875,0.903,0.889,0.966,0.903,0.933,0,0,0
SEIR01_sl1000_mr025_nv20_3,0.889,0.762,0.821,1.0,0.762,0.865,1.0,0.857,0.923,0.909,0.952,0.93,0.909,0.952,0.93,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_4,1.0,0.875,0.933,1.0,0.625,0.769,1.0,0.875,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.933
SEIR01_sl1000_mr025_nv20_5,0.931,0.818,0.871,1.0,0.879,0.935,1.0,0.879,0.935,0.879,0.879,0.879,0.879,0.879,0.879,0.935,0.879,0.906
SEIR01_sl1000_mr025_nv20_6,1.0,1.0,1.0,1.0,0.909,0.952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_7,1.0,0.647,0.786,1.0,0.824,0.903,1.0,0.882,0.938,0.941,0.941,0.941,0.938,0.882,0.909,1.0,0.824,0.903
SEIR01_sl1000_mr025_nv20_8,1.0,0.8,0.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_9,1.0,0.917,0.957,1.0,0.917,0.957,1.0,0.917,0.957,1.0,1.0,1.0,1.0,0.917,0.957,1.0,0.917,0.957
SEIR01_sl1000_mr025_nv5_1,1.0,0.634,0.776,0.946,0.854,0.897,0.946,0.854,0.897,0.854,0.854,0.854,0.882,0.732,0.8,0.971,0.829,0.895
SEIR01_sl1000_mr025_nv5_10,1.0,0.273,0.429,1.0,0.606,0.755,1.0,0.697,0.821,0.848,0.848,0.848,0.885,0.697,0.78,1.0,0.636,0.778
SEIR01_sl1000_mr025_nv5_11,0.818,0.474,0.6,1.0,0.579,0.733,1.0,0.632,0.774,0.75,0.789,0.769,0.8,0.632,0.706,1.0,0.632,0.774
SEIR01_sl1000_mr025_nv5_12,0.875,0.368,0.519,1.0,0.684,0.813,1.0,0.684,0.813,0.895,0.895,0.895,0.875,0.737,0.8,1.0,0.737,0.848
SEIR01_sl1000_mr025_nv5_13,1.0,0.75,0.857,1.0,0.667,0.8,0.9,0.75,0.818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917,0.957
SEIR01_sl1000_mr025_nv5_14,0.882,0.75,0.811,1.0,0.9,0.947,1.0,0.9,0.947,0.905,0.95,0.927,0.857,0.9,0.878,0.95,0.95,0.95
SEIR01_sl1000_mr025_nv5_15,1.0,0.519,0.683,0.962,0.926,0.943,0.962,0.926,0.943,0.893,0.926,0.909,0.917,0.815,0.863,0.955,0.778,0.857
SEIR01_sl1000_mr025_nv5_16,0.909,0.556,0.69,1.0,0.722,0.839,1.0,0.722,0.839,0.944,0.944,0.944,0.944,0.944,0.944,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv5_17,1.0,0.455,0.625,1.0,0.818,0.9,1.0,0.818,0.9,0.909,0.909,0.909,0.909,0.909,0.909,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv5_18,0.964,0.574,0.72,0.95,0.809,0.874,0.951,0.83,0.886,0.83,0.83,0.83,0.943,0.702,0.805,0.976,0.872,0.921
SEIR01_sl1000_mr025_nv5_19,1.0,0.707,0.828,0.927,0.879,0.903,0.929,0.897,0.912,0.948,0.948,0.948,0.964,0.931,0.947,1.0,0.879,0.936
SEIR01_sl1000_mr025_nv5_2,0.875,0.438,0.583,1.0,0.875,0.933,1.0,0.875,0.933,0.706,0.75,0.727,0.923,0.75,0.828,1.0,0.875,0.933
SEIR01_sl1000_mr025_nv5_20,0.846,0.458,0.595,1.0,0.625,0.769,1.0,0.625,0.769,0.667,0.667,0.667,0.727,0.667,0.696,1.0,0.75,0.857
SEIR01_sl1000_mr025_nv5_3,0.875,0.7,0.778,1.0,0.8,0.889,1.0,0.9,0.947,0.909,1.0,0.952,0.9,0.9,0.9,1.0,0.9,0.947
SEIR01_sl1000_mr025_nv5_4,0.966,0.56,0.709,0.867,0.78,0.821,0.878,0.86,0.869,0.82,0.82,0.82,0.905,0.76,0.826,0.95,0.76,0.844
SEIR01_sl1000_mr025_nv5_5,1.0,0.333,0.5,0.812,0.765,0.788,0.816,0.784,0.8,0.642,0.667,0.654,0.868,0.647,0.742,0.933,0.549,0.691
SEIR01_sl1000_mr025_nv5_6,1.0,0.75,0.857,1.0,0.875,0.933,1.0,0.875,0.933,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv5_7,1.0,0.8,0.889,1.0,0.8,0.889,1.0,0.8,0.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.947
SEIR01_sl1000_mr025_nv5_8,1.0,0.609,0.757,1.0,0.739,0.85,1.0,0.826,0.905,0.957,0.957,0.957,0.955,0.913,0.933,1.0,0.826,0.905
SEIR01_sl1000_mr025_nv5_9,1.0,0.333,0.5,1.0,0.667,0.8,1.0,0.667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.778,0.875
SEIR01_sl1000_mr05_nv10_1,1.0,0.538,0.7,1.0,0.846,0.917,1.0,0.846,0.917,0.846,0.846,0.846,0.909,0.769,0.833,1.0,0.846,0.917
SEIR01_sl1000_mr05_nv10_10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_11,0.846,0.688,0.759,0.963,0.812,0.881,0.964,0.844,0.9,0.794,0.844,0.818,0.812,0.812,0.812,0.967,0.906,0.935
SEIR01_sl1000_mr05_nv10_12,0.977,0.741,0.843,0.938,0.776,0.849,0.941,0.828,0.881,0.881,0.897,0.889,0.98,0.845,0.907,0.957,0.776,0.857
SEIR01_sl1000_mr05_nv10_13,1.0,0.375,0.545,1.0,0.75,0.857,1.0,0.75,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_14,0.923,0.615,0.738,1.0,0.846,0.917,1.0,0.872,0.932,0.75,0.769,0.759,0.943,0.846,0.892,1.0,0.692,0.818
SEIR01_sl1000_mr05_nv10_15,1.0,0.75,0.857,1.0,0.812,0.897,1.0,0.812,0.897,0.938,0.938,0.938,0.933,0.875,0.903,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_16,1.0,0.909,0.952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_17,1.0,0.636,0.778,0.913,0.955,0.933,0.917,1.0,0.957,0.909,0.909,0.909,1.0,0.909,0.952,1.0,0.909,0.952
SEIR01_sl1000_mr05_nv10_18,0.935,0.768,0.843,1.0,0.893,0.943,1.0,0.911,0.953,0.895,0.911,0.903,0.909,0.893,0.901,1.0,0.946,0.972
SEIR01_sl1000_mr05_nv10_19,1.0,0.429,0.6,1.0,0.571,0.727,1.0,0.571,0.727,0.625,0.714,0.667,0.667,0.571,0.615,1.0,0.571,0.727
SEIR01_sl1000_mr05_nv10_2,1.0,0.875,0.933,1.0,0.875,0.933,1.0,0.875,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_20,0.974,0.731,0.835,0.979,0.904,0.94,0.98,0.942,0.961,0.849,0.865,0.857,0.957,0.846,0.898,1.0,0.885,0.939
SEIR01_sl1000_mr05_nv10_3,1.0,0.64,0.78,0.905,0.76,0.826,0.905,0.76,0.826,0.92,0.92,0.92,1.0,0.88,0.936,1.0,0.76,0.864
SEIR01_sl1000_mr05_nv10_4,0.889,0.727,0.8,1.0,0.636,0.778,1.0,0.727,0.842,0.75,0.818,0.783,0.75,0.818,0.783,0.8,0.727,0.762
SEIR01_sl1000_mr05_nv10_5,1.0,0.889,0.941,1.0,0.944,0.971,1.0,0.944,0.971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_6,0.96,0.6,0.738,1.0,0.925,0.961,1.0,0.925,0.961,0.9,0.9,0.9,0.944,0.85,0.895,1.0,0.925,0.961
SEIR01_sl1000_mr05_nv10_7,0.868,0.717,0.786,0.946,0.761,0.843,0.947,0.783,0.857,0.851,0.87,0.86,0.87,0.87,0.87,1.0,0.804,0.892
SEIR01_sl1000_mr05_nv10_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_9,1.0,0.692,0.818,1.0,0.923,0.96,1.0,0.962,0.98,0.962,0.962,0.962,0.962,0.962,0.962,1.0,0.885,0.939
SEIR01_sl250_mr025_nv10_1,0.758,0.556,0.641,1.0,0.578,0.732,0.941,0.711,0.81,0.642,0.756,0.694,0.708,0.756,0.731,0.917,0.733,0.815
SEIR01_sl250_mr025_nv10_10,0.867,0.765,0.812,1.0,0.471,0.64,1.0,0.765,0.867,0.889,0.941,0.914,0.889,0.941,0.914,1.0,0.765,0.867
SEIR01_sl250_mr025_nv10_11,0.667,0.5,0.571,1.0,0.438,0.609,0.867,0.812,0.839,0.7,0.875,0.778,0.765,0.812,0.788,0.923,0.75,0.828
SEIR01_sl250_mr025_nv10_12,0.857,0.698,0.769,0.939,0.721,0.816,0.905,0.884,0.894,0.809,0.884,0.844,0.85,0.791,0.819,1.0,0.837,0.911
SEIR01_sl250_mr025_nv10_13,0.75,0.5,0.6,1.0,0.333,0.5,1.0,0.667,0.8,0.833,0.833,0.833,0.8,0.667,0.727,1.0,0.667,0.8
SEIR01_sl250_mr025_nv10_14,0.737,0.609,0.667,1.0,0.587,0.74,0.868,0.717,0.786,0.588,0.652,0.619,0.683,0.609,0.644,0.914,0.696,0.79
SEIR01_sl250_mr025_nv10_15,0.75,0.857,0.8,1.0,0.286,0.444,1.0,0.857,0.923,0.778,1.0,0.875,0.778,1.0,0.875,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_16,0.537,0.478,0.506,0.957,0.478,0.638,0.895,0.739,0.81,0.565,0.761,0.648,0.534,0.674,0.596,0.941,0.696,0.8
SEIR01_sl250_mr025_nv10_17,0.4,0.5,0.444,1.0,0.125,0.222,0.625,0.625,0.625,0.429,0.75,0.545,0.417,0.625,0.5,0.75,0.75,0.75
SEIR01_sl250_mr025_nv10_18,0.852,0.719,0.78,1.0,0.531,0.694,1.0,0.844,0.915,0.771,0.844,0.806,0.786,0.688,0.733,1.0,0.844,0.915
SEIR01_sl250_mr025_nv10_19,0.875,0.583,0.7,1.0,0.583,0.737,0.889,0.667,0.762,0.786,0.917,0.846,0.786,0.917,0.846,1.0,0.833,0.909
SEIR01_sl250_mr025_nv10_2,0.857,0.857,0.857,1.0,0.357,0.526,1.0,0.643,0.783,0.75,0.857,0.8,0.846,0.786,0.815,1.0,0.929,0.963
SEIR01_sl250_mr025_nv10_20,0.923,0.667,0.774,1.0,0.444,0.615,0.933,0.778,0.848,0.789,0.833,0.811,0.833,0.833,0.833,0.933,0.778,0.848
SEIR01_sl250_mr025_nv10_3,0.654,0.63,0.642,1.0,0.778,0.875,0.963,0.963,0.963,0.727,0.889,0.8,0.727,0.889,0.8,0.962,0.926,0.943
SEIR01_sl250_mr025_nv10_4,0.9,0.643,0.75,1.0,0.643,0.783,1.0,0.857,0.923,0.933,1.0,0.966,0.933,1.0,0.966,1.0,0.857,0.923
SEIR01_sl250_mr025_nv10_5,0.735,0.61,0.667,0.962,0.61,0.746,0.917,0.805,0.857,0.652,0.732,0.69,0.674,0.707,0.69,0.897,0.854,0.875
SEIR01_sl250_mr025_nv10_6,0.722,0.591,0.65,1.0,0.5,0.667,0.76,0.864,0.809,0.63,0.773,0.694,0.72,0.818,0.766,0.895,0.773,0.829
SEIR01_sl250_mr025_nv10_7,0.923,0.857,0.889,1.0,0.5,0.667,1.0,0.929,0.963,0.933,1.0,0.966,0.933,1.0,0.966,1.0,0.929,0.963
SEIR01_sl250_mr025_nv10_8,0.703,0.765,0.732,1.0,0.5,0.667,0.923,0.706,0.8,0.628,0.794,0.701,0.619,0.765,0.684,1.0,0.735,0.847
SEIR01_sl250_mr025_nv10_9,0.833,0.656,0.734,1.0,0.852,0.92,1.0,0.967,0.983,0.75,0.836,0.791,0.814,0.787,0.8,1.0,0.885,0.939
SEIR01_sl500_mr025_nv10_1,0.857,0.6,0.706,1.0,0.5,0.667,1.0,0.5,0.667,0.636,0.7,0.667,0.636,0.7,0.667,1.0,0.7,0.824
SEIR01_sl500_mr025_nv10_10,0.889,0.571,0.696,1.0,0.714,0.833,1.0,0.714,0.833,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929
SEIR01_sl500_mr025_nv10_11,0.857,0.706,0.774,1.0,0.706,0.828,1.0,0.882,0.938,0.842,0.941,0.889,0.842,0.941,0.889,0.944,1.0,0.971
SEIR01_sl500_mr025_nv10_12,0.95,0.745,0.835,0.957,0.882,0.918,0.96,0.941,0.95,0.961,0.961,0.961,0.956,0.843,0.896,0.959,0.922,0.94
SEIR01_sl500_mr025_nv10_13,0.917,0.55,0.687,1.0,0.7,0.824,1.0,0.9,0.947,0.682,0.75,0.714,0.75,0.75,0.75,1.0,0.8,0.889
SEIR01_sl500_mr025_nv10_14,1.0,0.833,0.909,1.0,0.5,0.667,1.0,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.833,0.909
SEIR01_sl500_mr025_nv10_15,0.911,0.707,0.796,1.0,0.828,0.906,1.0,0.897,0.945,0.836,0.879,0.857,0.852,0.793,0.821,1.0,0.845,0.916
SEIR01_sl500_mr025_nv10_16,1.0,0.6,0.75,0.909,0.667,0.769,0.923,0.8,0.857,0.867,0.867,0.867,0.867,0.867,0.867,1.0,0.867,0.929
SEIR01_sl500_mr025_nv10_17,1.0,0.5,0.667,1.0,0.5,0.667,1.0,0.5,0.667,0.714,0.833,0.769,0.667,0.667,0.667,1.0,0.667,0.8
SEIR01_sl500_mr025_nv10_18,1.0,0.667,0.8,1.0,0.667,0.8,1.0,0.833,0.909,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.833,0.909
SEIR01_sl500_mr025_nv10_19,0.875,0.875,0.875,1.0,0.5,0.667,0.857,0.75,0.8,0.8,1.0,0.889,0.778,0.875,0.824,0.875,0.875,0.875
SEIR01_sl500_mr025_nv10_2,1.0,0.625,0.769,1.0,0.375,0.545,1.0,0.75,0.857,0.75,0.75,0.75,0.714,0.625,0.667,1.0,0.75,0.857
SEIR01_sl500_mr025_nv10_20,0.941,0.5,0.653,0.833,0.781,0.806,0.833,0.781,0.806,0.812,0.812,0.812,0.889,0.75,0.814,1.0,0.812,0.897
SEIR01_sl500_mr025_nv10_3,0.9,0.857,0.878,0.941,0.762,0.842,0.864,0.905,0.884,0.87,0.952,0.909,0.87,0.952,0.909,0.895,0.81,0.85
SEIR01_sl500_mr025_nv10_4,1.0,0.714,0.833,1.0,0.714,0.833,1.0,0.857,0.923,0.875,1.0,0.933,0.857,0.857,0.857,1.0,0.857,0.923
SEIR01_sl500_mr025_nv10_5,1.0,0.6,0.75,1.0,0.4,0.571,1.0,0.8,0.889,0.714,1.0,0.833,0.8,0.8,0.8,1.0,0.4,0.571
SEIR01_sl500_mr025_nv10_6,0.951,0.736,0.83,1.0,0.868,0.929,1.0,0.962,0.981,0.879,0.962,0.919,0.904,0.887,0.895,1.0,0.887,0.94
SEIR01_sl500_mr025_nv10_7,0.931,0.794,0.857,1.0,0.824,0.903,1.0,0.912,0.954,0.917,0.971,0.943,0.939,0.912,0.925,1.0,0.941,0.97
SEIR01_sl500_mr025_nv10_8,0.812,0.812,0.812,1.0,0.5,0.667,1.0,0.812,0.897,0.789,0.938,0.857,0.789,0.938,0.857,0.941,1.0,0.97
SEIR01_sl500_mr025_nv10_9,1.0,1.0,1.0,1.0,0.778,0.875,1.0,0.889,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR003_sl1000_mr025_nv10_1,1.0,0.714,0.833,0.846,0.786,0.815,0.846,0.786,0.815,0.857,0.857,0.857,0.846,0.786,0.815,0.846,0.786,0.815
SIR003_sl1000_mr025_nv10_10,1.0,0.692,0.818,0.917,0.846,0.88,0.917,0.846,0.88,0.846,0.846,0.846,0.833,0.769,0.8,0.917,0.846,0.88
SIR003_sl1000_mr025_nv10_11,1.0,0.5,0.667,0.731,0.633,0.679,0.731,0.633,0.679,0.7,0.7,0.7,0.739,0.567,0.642,0.783,0.6,0.679
SIR003_sl1000_mr025_nv10_12,1.0,0.653,0.79,0.905,0.776,0.835,0.891,0.837,0.863,0.82,0.837,0.828,0.929,0.796,0.857,0.974,0.776,0.864
SIR003_sl1000_mr025_nv10_13,1.0,0.364,0.533,0.833,0.455,0.588,0.833,0.455,0.588,0.727,0.727,0.727,0.833,0.455,0.588,0.833,0.455,0.588
SIR003_sl1000_mr025_nv10_14,1.0,0.467,0.636,0.909,0.667,0.769,0.909,0.667,0.769,0.867,0.867,0.867,0.923,0.8,0.857,0.923,0.8,0.857
SIR003_sl1000_mr025_nv10_15,1.0,0.542,0.703,1.0,0.625,0.769,1.0,0.625,0.769,0.792,0.792,0.792,0.8,0.667,0.727,0.938,0.625,0.75
SIR003_sl1000_mr025_nv10_16,1.0,0.471,0.64,0.769,0.588,0.667,0.769,0.588,0.667,0.765,0.765,0.765,0.857,0.706,0.774,0.909,0.588,0.714
SIR003_sl1000_mr025_nv10_17,0.85,0.739,0.791,0.947,0.783,0.857,0.95,0.826,0.884,0.792,0.826,0.809,0.818,0.783,0.8,0.947,0.783,0.857
SIR003_sl1000_mr025_nv10_18,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR003_sl1000_mr025_nv10_19,1.0,0.458,0.629,0.75,0.5,0.6,0.765,0.542,0.634,0.833,0.833,0.833,0.818,0.75,0.783,0.778,0.583,0.667
SIR003_sl1000_mr025_nv10_2,0.938,0.789,0.857,1.0,0.789,0.882,1.0,0.842,0.914,0.947,0.947,0.947,0.938,0.789,0.857,1.0,0.789,0.882
SIR003_sl1000_mr025_nv10_20,1.0,0.444,0.615,0.857,0.667,0.75,0.857,0.667,0.75,0.889,0.889,0.889,0.875,0.778,0.824,0.889,0.889,0.889
SIR003_sl1000_mr025_nv10_3,1.0,0.731,0.844,1.0,0.731,0.844,1.0,0.731,0.844,0.808,0.808,0.808,0.95,0.731,0.826,1.0,0.731,0.844
SIR003_sl1000_mr025_nv10_4,1.0,0.484,0.652,0.786,0.71,0.746,0.786,0.71,0.746,0.774,0.774,0.774,0.87,0.645,0.741,0.909,0.645,0.755
SIR003_sl1000_mr025_nv10_5,0.833,0.714,0.769,1.0,0.571,0.727,1.0,0.571,0.727,0.857,0.857,0.857,0.833,0.714,0.769,1.0,0.857,0.923
