dataset,phy_tp,phy_fp,phy_fn,tnet_tp,tnet_fp,tnet_fn,tnet_50_tp,tnet_50_fp,tnet_50_fn,tnet_80_tp,tnet_80_fp,tnet_80_fn,tnet_100_tp,tnet_100_fp,tnet_100_fn
SEIR015_sl1000_mr0125_nv10_5,11,5,40,32,19,19,30,10,21,21,6,30,21,6,30
SEIR015_sl1000_mr0125_nv10_6,12,2,23,29,8,6,32,4,3,25,3,10,22,3,13
SEIR015_sl1000_mr0125_nv10_7,28,8,40,61,15,7,52,21,16,46,10,22,41,7,27
SEIR015_sl1000_mr0125_nv10_8,7,2,11,11,9,7,12,8,6,9,3,9,9,3,9
SEIR015_sl1000_mr0125_nv10_9,5,5,16,9,14,12,9,14,12,9,9,12,9,8,12
SEIR015_sl1000_mr025_nv10_1,8,1,2,9,1,1,8,2,2,8,1,2,8,1,2
SEIR015_sl1000_mr025_nv10_10,1,1,10,10,1,1,10,1,1,10,1,1,10,1,1
SEIR015_sl1000_mr025_nv10_11,25,5,31,43,15,13,46,13,10,38,5,18,37,5,19
SEIR015_sl1000_mr025_nv10_12,5,1,5,7,6,3,9,4,1,9,3,1,9,3,1
SEIR015_sl1000_mr025_nv10_13,2,5,8,4,8,6,4,8,6,4,4,6,4,4,6
SEIR015_sl1000_mr025_nv10_14,9,2,16,19,10,6,20,10,5,20,9,5,18,7,7
SEIR015_sl1000_mr025_nv10_15,16,16,42,29,41,29,37,28,21,27,23,31,25,22,33
SEIR015_sl1000_mr025_nv10_16,10,6,4,11,5,3,11,5,3,11,5,3,10,5,4
SEIR015_sl1000_mr025_nv10_17,15,3,23,28,11,10,32,7,6,28,7,10,26,6,12
SEIR015_sl1000_mr025_nv10_18,18,5,19,26,17,11,26,14,11,25,10,12,25,8,12
SEIR015_sl1000_mr025_nv10_19,8,4,11,17,5,2,17,4,2,15,4,4,14,4,5
SEIR015_sl1000_mr025_nv10_2,19,7,37,38,22,18,48,9,8,41,6,15,35,6,21
SEIR015_sl1000_mr025_nv10_20,3,4,5,6,4,2,6,4,2,5,4,3,5,2,3
SEIR015_sl1000_mr025_nv10_3,30,3,16,40,8,6,42,5,4,38,3,8,38,3,8
SEIR015_sl1000_mr025_nv10_4,21,3,23,33,15,11,32,14,12,31,10,13,29,10,15
SEIR015_sl1000_mr025_nv10_5,23,1,25,41,7,7,41,7,7,35,5,13,35,5,13
SEIR015_sl1000_mr025_nv10_6,21,0,25,40,6,6,39,7,7,34,6,12,33,5,13
SEIR015_sl1000_mr025_nv10_7,5,1,4,8,1,1,8,1,1,8,1,1,8,1,1
SEIR015_sl1000_mr025_nv10_8,13,0,7,20,0,0,16,2,4,16,0,4,16,0,4
SEIR015_sl1000_mr025_nv10_9,30,2,26,53,6,3,55,5,1,46,2,10,46,2,10
SEIR015_sl1000_mr025_nv20_1,5,3,10,10,7,5,9,5,6,9,2,6,9,2,6
SEIR015_sl1000_mr025_nv20_10,3,6,6,7,3,2,7,3,2,5,3,4,4,3,5
SEIR015_sl1000_mr025_nv20_11,8,1,5,12,2,1,12,2,1,10,2,3,10,2,3
SEIR015_sl1000_mr025_nv20_12,10,9,10,12,14,8,12,13,8,12,8,8,12,5,8
SEIR015_sl1000_mr025_nv20_13,6,4,3,7,6,2,7,6,2,7,6,2,7,6,2
SEIR015_sl1000_mr025_nv20_14,7,2,15,20,2,2,20,2,2,18,2,4,16,2,6
SEIR015_sl1000_mr025_nv20_15,12,7,12,22,12,2,18,15,6,18,7,6,18,7,6
SEIR015_sl1000_mr025_nv20_16,20,2,10,27,4,3,27,4,3,25,4,5,25,4,5
SEIR015_sl1000_mr025_nv20_17,27,3,29,50,9,6,49,10,7,47,8,9,44,8,12
SEIR015_sl1000_mr025_nv20_18,20,13,19,29,21,10,28,18,11,27,15,12,27,15,12
SEIR015_sl1000_mr025_nv20_19,3,5,8,6,7,5,6,7,5,6,4,5,6,4,5
SEIR015_sl1000_mr025_nv20_2,15,1,10,22,4,3,22,4,3,22,4,3,22,2,3
SEIR015_sl1000_mr025_nv20_20,9,5,10,13,6,6,13,6,6,12,5,7,12,5,7
SEIR015_sl1000_mr025_nv20_3,34,9,32,43,36,23,44,26,22,40,20,26,39,19,27
SEIR015_sl1000_mr025_nv20_4,13,4,20,27,7,6,29,5,4,22,5,11,21,5,12
SEIR015_sl1000_mr025_nv20_5,19,1,20,35,4,4,37,2,2,35,2,4,33,2,6
SEIR015_sl1000_mr025_nv20_6,19,5,19,33,13,5,33,13,5,30,11,8,28,11,10
SEIR015_sl1000_mr025_nv20_7,26,0,10,31,5,5,34,2,2,30,2,6,28,0,8
SEIR015_sl1000_mr025_nv20_8,41,20,26,52,34,15,52,30,15,49,14,18,47,13,20
SEIR015_sl1000_mr025_nv20_9,4,2,14,9,9,9,10,8,8,9,5,9,7,1,11
SEIR015_sl1000_mr025_nv5_1,1,0,13,8,6,6,9,2,5,7,1,7,7,1,7
SEIR015_sl1000_mr025_nv5_10,17,7,19,29,10,7,28,10,8,24,7,12,24,7,12
SEIR015_sl1000_mr025_nv5_11,15,6,32,30,21,17,34,14,13,27,11,20,23,11,24
SEIR015_sl1000_mr025_nv5_12,2,0,9,7,4,4,3,8,8,3,4,8,3,4,8
SEIR015_sl1000_mr025_nv5_13,11,0,20,24,8,7,27,2,4,23,0,8,22,0,9
SEIR015_sl1000_mr025_nv5_14,8,3,7,11,7,4,11,7,4,9,4,6,9,4,6
SEIR015_sl1000_mr025_nv5_15,27,8,38,48,20,17,48,20,17,41,16,24,39,11,26
SEIR015_sl1000_mr025_nv5_16,8,0,18,20,6,6,20,4,6,19,0,7,19,0,7
SEIR015_sl1000_mr025_nv5_17,15,1,26,34,8,7,36,6,5,31,6,10,29,4,12
SEIR015_sl1000_mr025_nv5_18,24,6,31,34,23,21,34,13,21,34,5,21,32,5,23
SEIR015_sl1000_mr025_nv5_19,5,4,6,7,11,4,7,11,4,6,6,5,6,6,5
SEIR015_sl1000_mr025_nv5_2,4,0,5,8,2,1,6,2,3,6,0,3,6,0,3
SEIR015_sl1000_mr025_nv5_20,10,4,31,29,14,12,25,18,16,23,10,18,22,9,19
SEIR015_sl1000_mr025_nv5_3,13,2,14,17,10,10,15,7,12,14,2,13,14,2,13
SEIR015_sl1000_mr025_nv5_4,15,6,35,34,19,16,30,18,20,30,13,20,28,11,22
SEIR015_sl1000_mr025_nv5_5,5,1,16,13,10,8,12,6,9,11,5,10,11,4,10
SEIR015_sl1000_mr025_nv5_6,12,10,50,38,31,24,36,22,26,33,15,29,32,12,30
SEIR015_sl1000_mr025_nv5_7,8,1,18,20,6,6,20,6,6,18,4,8,18,4,8
SEIR015_sl1000_mr025_nv5_8,8,0,15,19,6,4,19,6,4,15,4,8,15,3,8
SEIR015_sl1000_mr025_nv5_9,13,10,27,25,19,15,24,17,16,21,9,19,21,9,19
SEIR015_sl1000_mr05_nv10_1,6,4,11,11,9,6,15,5,2,10,5,7,9,5,8
SEIR015_sl1000_mr05_nv10_10,7,1,2,8,2,1,8,2,1,8,2,1,8,2,1
SEIR015_sl1000_mr05_nv10_11,3,5,5,3,6,5,3,6,5,3,6,5,3,5,5
SEIR015_sl1000_mr05_nv10_12,4,3,4,8,3,0,8,3,0,8,3,0,8,3,0
SEIR015_sl1000_mr05_nv10_13,37,2,24,58,3,3,55,6,6,49,3,12,48,3,13
SEIR015_sl1000_mr05_nv10_14,13,2,33,30,25,16,34,14,12,29,8,17,28,7,18
SEIR015_sl1000_mr05_nv10_15,3,1,8,9,3,2,7,5,4,7,3,4,5,3,6
SEIR015_sl1000_mr05_nv10_16,26,2,15,38,8,3,38,8,3,36,6,5,34,5,7
SEIR015_sl1000_mr05_nv10_17,32,17,37,54,26,15,57,21,12,52,13,17,47,12,22
SEIR015_sl1000_mr05_nv10_18,19,6,22,35,10,6,36,10,5,33,9,8,31,9,10
SEIR015_sl1000_mr05_nv10_19,16,12,16,28,9,4,29,8,3,27,7,5,24,4,8
SEIR015_sl1000_mr05_nv10_2,13,0,29,35,7,7,36,3,6,30,3,12,28,3,14
SEIR015_sl1000_mr05_nv10_20,5,14,36,18,33,23,19,31,22,12,26,29,11,22,30
SEIR015_sl1000_mr05_nv10_3,38,5,18,48,11,8,48,9,8,45,6,11,45,5,11
SEIR015_sl1000_mr05_nv10_4,9,10,23,21,14,11,21,14,11,21,13,11,19,12,13
SEIR015_sl1000_mr05_nv10_5,5,2,6,9,2,2,9,2,2,9,2,2,9,2,2
SEIR015_sl1000_mr05_nv10_6,13,2,17,20,12,10,22,5,8,18,4,12,18,4,12
SEIR015_sl1000_mr05_nv10_7,8,5,5,10,11,3,11,10,2,9,7,4,9,7,4
SEIR015_sl1000_mr05_nv10_8,22,4,14,29,11,7,28,12,8,26,9,10,26,6,10
SEIR015_sl1000_mr05_nv10_9,7,1,8,11,7,4,12,2,3,12,1,3,11,1,4
SEIR015_sl250_mr025_nv10_1,11,12,6,14,12,3,14,12,3,14,12,3,13,11,4
SEIR015_sl250_mr025_nv10_10,18,27,41,32,50,27,32,47,27,27,35,32,27,30,32
SEIR015_sl250_mr025_nv10_11,14,11,20,20,24,14,20,22,14,18,19,16,17,17,17
SEIR015_sl250_mr025_nv10_12,22,14,21,29,47,14,29,43,14,29,34,14,29,32,14
SEIR015_sl250_mr025_nv10_13,10,1,6,11,6,5,11,6,5,11,5,5,11,5,5
SEIR015_sl250_mr025_nv10_14,8,18,17,14,30,11,15,29,10,13,24,12,12,24,13
SEIR015_sl250_mr025_nv10_15,34,11,15,40,13,9,40,13,9,38,12,11,38,12,11
SEIR015_sl250_mr025_nv10_16,7,33,20,9,51,18,8,46,19,8,40,19,8,36,19
SEIR015_sl250_mr025_nv10_17,3,2,9,9,4,3,7,6,5,5,6,7,5,6,7
SEIR015_sl250_mr025_nv10_18,2,7,9,8,9,3,8,9,3,8,9,3,8,9,3
SEIR015_sl250_mr025_nv10_19,7,11,30,23,20,14,25,19,12,18,12,19,17,12,20
SEIR015_sl250_mr025_nv10_2,4,12,18,9,22,13,8,24,14,4,20,18,4,20,18
SEIR015_sl250_mr025_nv10_20,17,9,16,25,16,8,26,15,7,26,12,7,26,12,7
SEIR015_sl250_mr025_nv10_3,6,7,9,12,10,3,12,9,3,12,9,3,12,9,3
SEIR015_sl250_mr025_nv10_4,17,4,8,18,8,7,18,8,7,18,8,7,18,8,7
SEIR015_sl250_mr025_nv10_5,4,1,4,5,4,3,5,4,3,5,4,3,5,4,3
SEIR015_sl250_mr025_nv10_6,15,12,20,26,13,9,26,12,9,26,12,9,25,12,10
SEIR015_sl250_mr025_nv10_7,4,4,4,3,6,5,3,6,5,3,6,5,3,6,5
SEIR015_sl250_mr025_nv10_8,12,3,15,21,8,6,23,6,4,19,6,8,19,6,8
SEIR015_sl250_mr025_nv10_9,4,5,11,10,14,5,11,11,4,11,7,4,11,4,4
SEIR015_sl500_mr025_nv10_1,5,1,5,8,4,2,8,4,2,8,4,2,6,4,4
SEIR015_sl500_mr025_nv10_10,23,3,20,39,6,4,38,7,5,37,5,6,35,4,8
SEIR015_sl500_mr025_nv10_11,1,3,7,5,6,3,4,7,4,4,6,4,4,6,4
SEIR015_sl500_mr025_nv10_12,20,8,33,35,28,18,38,20,15,34,14,19,30,10,23
SEIR015_sl500_mr025_nv10_13,11,14,17,17,22,11,16,20,12,16,17,12,16,13,12
SEIR015_sl500_mr025_nv10_14,7,0,2,8,2,1,8,2,1,8,2,1,8,0,1
SEIR015_sl500_mr025_nv10_15,30,3,28,45,14,13,49,10,9,46,9,12,45,8,13
SEIR015_sl500_mr025_nv10_16,5,4,7,10,6,2,10,5,2,10,4,2,10,4,2
SEIR015_sl500_mr025_nv10_17,10,3,4,12,7,2,12,7,2,12,6,2,12,6,2
SEIR015_sl500_mr025_nv10_18,6,2,20,17,10,9,18,6,8,12,5,14,9,5,17
SEIR015_sl500_mr025_nv10_19,7,2,3,8,3,2,8,3,2,8,3,2,7,1,3
SEIR015_sl500_mr025_nv10_2,2,2,6,5,3,3,5,3,3,5,3,3,5,3,3
SEIR015_sl500_mr025_nv10_20,34,9,30,51,20,13,48,21,16,43,11,21,43,11,21
SEIR015_sl500_mr025_nv10_3,17,5,20,26,15,11,30,10,7,27,10,10,25,8,12
SEIR015_sl500_mr025_nv10_4,11,15,30,21,32,20,20,29,21,17,24,24,17,24,24
SEIR015_sl500_mr025_nv10_5,8,0,6,14,1,0,14,1,0,14,1,0,14,1,0
SEIR015_sl500_mr025_nv10_6,15,4,4,15,5,4,15,5,4,15,5,4,15,5,4
SEIR015_sl500_mr025_nv10_7,25,9,37,35,36,27,32,32,30,29,13,33,29,10,33
SEIR015_sl500_mr025_nv10_8,24,21,43,54,29,13,56,24,11,51,18,16,45,17,22
SEIR015_sl500_mr025_nv10_9,7,2,4,7,6,4,7,6,4,7,6,4,7,4,4
SEIR01_sl1000_mr0125_nv10_1,11,2,7,13,6,5,13,5,5,13,4,5,13,4,5
SEIR01_sl1000_mr0125_nv10_10,37,2,17,50,4,4,50,4,4,44,4,10,44,4,10
SEIR01_sl1000_mr0125_nv10_11,10,0,3,12,1,1,12,1,1,12,1,1,12,1,1
SEIR01_sl1000_mr0125_nv10_12,1,0,4,1,4,4,1,4,4,1,3,4,1,3,4
SEIR01_sl1000_mr0125_nv10_13,9,1,1,9,2,1,9,2,1,9,2,1,9,2,1
SEIR01_sl1000_mr0125_nv10_14,24,1,6,28,2,2,28,2,2,28,2,2,28,2,2
SEIR01_sl1000_mr0125_nv10_15,10,0,14,20,4,4,19,5,5,19,4,5,18,3,6
SEIR01_sl1000_mr0125_nv10_16,2,1,5,5,2,2,5,2,2,5,2,2,5,2,2
SEIR01_sl1000_mr0125_nv10_17,7,4,5,10,3,2,10,3,2,10,3,2,10,3,2
SEIR01_sl1000_mr0125_nv10_18,35,3,10,40,7,5,41,7,4,40,6,5,38,4,7
SEIR01_sl1000_mr0125_nv10_19,20,1,10,25,5,5,25,4,5,25,3,5,23,3,7
SEIR01_sl1000_mr0125_nv10_2,16,1,10,24,2,2,24,2,2,24,2,2,24,2,2
SEIR01_sl1000_mr0125_nv10_20,21,2,4,22,4,3,23,3,2,22,1,3,22,1,3
SEIR01_sl1000_mr0125_nv10_3,22,4,16,32,6,6,34,4,4,32,4,6,32,4,6
SEIR01_sl1000_mr0125_nv10_4,15,1,9,18,6,6,18,4,6,18,3,6,17,2,7
SEIR01_sl1000_mr0125_nv10_5,38,1,9,42,7,5,41,7,6,41,5,6,41,5,6
SEIR01_sl1000_mr0125_nv10_6,28,1,20,42,6,6,39,8,9,37,3,11,36,3,12
SEIR01_sl1000_mr0125_nv10_7,30,1,9,35,4,4,35,3,4,35,2,4,35,2,4
SEIR01_sl1000_mr0125_nv10_8,2,1,4,4,2,2,4,2,2,4,2,2,4,2,2
SEIR01_sl1000_mr0125_nv10_9,30,1,17,46,1,1,42,6,5,42,1,5,42,1,5
SEIR01_sl1000_mr025_nv10_1,16,1,12,26,3,2,26,3,2,24,3,4,24,3,4
SEIR01_sl1000_mr025_nv10_10,7,3,2,7,2,2,7,2,2,7,2,2,7,2,2
SEIR01_sl1000_mr025_nv10_11,22,2,13,29,8,6,29,6,6,29,4,6,29,4,6
SEIR01_sl1000_mr025_nv10_12,5,0,3,6,2,2,6,2,2,5,2,3,5,2,3
SEIR01_sl1000_mr025_nv10_13,4,2,16,16,5,4,18,3,2,16,3,4,13,3,7
SEIR01_sl1000_mr025_nv10_14,22,2,12,30,5,4,30,5,4,29,5,5,29,5,5
SEIR01_sl1000_mr025_nv10_15,6,2,4,8,2,2,8,2,2,8,2,2,8,2,2
SEIR01_sl1000_mr025_nv10_16,24,0,18,36,7,6,37,2,5,33,1,9,33,1,9
SEIR01_sl1000_mr025_nv10_17,26,3,19,29,16,16,32,13,13,29,9,16,28,8,17
SEIR01_sl1000_mr025_nv10_18,7,1,2,8,1,1,8,1,1,7,1,2,7,1,2
SEIR01_sl1000_mr025_nv10_19,36,3,23,51,10,8,49,8,10,47,8,12,44,6,15
SEIR01_sl1000_mr025_nv10_2,16,2,6,20,4,2,21,3,1,21,3,1,21,3,1
SEIR01_sl1000_mr025_nv10_20,10,3,7,13,4,4,14,3,3,14,3,3,13,3,4
SEIR01_sl1000_mr025_nv10_3,33,3,16,41,9,8,39,10,10,39,8,10,39,5,10
SEIR01_sl1000_mr025_nv10_4,33,4,19,46,7,6,47,6,5,40,3,12,40,3,12
SEIR01_sl1000_mr025_nv10_5,33,2,11,38,7,6,36,9,8,36,4,8,36,4,8
SEIR01_sl1000_mr025_nv10_6,4,0,3,5,2,2,5,2,2,5,2,2,5,1,2
SEIR01_sl1000_mr025_nv10_7,27,3,13,28,12,12,30,8,10,28,7,12,28,7,12
SEIR01_sl1000_mr025_nv10_8,18,1,9,22,5,5,22,5,5,22,3,5,22,3,5
SEIR01_sl1000_mr025_nv10_9,29,2,18,38,9,9,40,7,7,37,6,10,35,6,12
SEIR01_sl1000_mr025_nv20_1,22,2,10,30,4,2,31,3,1,30,3,2,30,3,2
SEIR01_sl1000_mr025_nv20_10,4,1,5,6,3,3,6,1,3,6,1,3,6,1,3
SEIR01_sl1000_mr025_nv20_11,3,1,2,4,1,1,4,1,1,4,1,1,4,1,1
SEIR01_sl1000_mr025_nv20_12,14,1,4,16,2,2,16,2,2,16,1,2,16,1,2
SEIR01_sl1000_mr025_nv20_13,43,5,15,50,8,8,50,8,8,49,3,9,49,3,9
SEIR01_sl1000_mr025_nv20_14,11,2,2,11,2,2,11,2,2,11,2,2,11,2,2
SEIR01_sl1000_mr025_nv20_15,15,2,8,21,2,2,21,2,2,21,1,2,21,1,2
SEIR01_sl1000_mr025_nv20_16,4,3,3,5,4,2,5,4,2,5,4,2,5,4,2
SEIR01_sl1000_mr025_nv20_17,19,2,6,21,4,4,21,4,4,20,4,5,20,4,5
SEIR01_sl1000_mr025_nv20_18,23,2,3,23,3,3,23,3,3,23,3,3,23,3,3
SEIR01_sl1000_mr025_nv20_19,48,3,5,50,3,3,50,3,3,50,3,3,50,3,3
SEIR01_sl1000_mr025_nv20_2,28,2,14,38,5,4,39,4,3,38,4,4,38,4,4
SEIR01_sl1000_mr025_nv20_20,18,4,13,26,6,5,26,3,5,26,3,5,24,3,7
SEIR01_sl1000_mr025_nv20_3,15,3,6,19,3,2,19,3,2,19,3,2,19,3,2
SEIR01_sl1000_mr025_nv20_4,6,1,2,6,2,2,6,2,2,6,2,2,6,2,2
SEIR01_sl1000_mr025_nv20_5,27,2,6,28,5,5,28,5,5,28,5,5,28,5,5
SEIR01_sl1000_mr025_nv20_6,11,0,0,11,1,0,11,1,0,11,1,0,11,1,0
SEIR01_sl1000_mr025_nv20_7,11,0,6,15,2,2,14,3,3,14,2,3,14,2,3
SEIR01_sl1000_mr025_nv20_8,3,1,2,3,2,2,3,2,2,3,2,2,3,2,2
SEIR01_sl1000_mr025_nv20_9,11,0,1,11,1,1,11,1,1,11,0,1,11,0,1
SEIR01_sl1000_mr025_nv5_1,24,2,17,31,10,10,31,7,10,28,6,13,26,5,15
SEIR01_sl1000_mr025_nv5_10,9,0,24,28,6,5,24,6,9,23,3,10,23,3,10
SEIR01_sl1000_mr025_nv5_11,9,2,10,15,5,4,13,5,6,12,3,7,12,3,7
SEIR01_sl1000_mr025_nv5_12,6,2,13,15,4,4,15,4,4,12,4,7,12,4,7
SEIR01_sl1000_mr025_nv5_13,9,0,3,11,1,1,11,1,1,11,1,1,11,1,1
SEIR01_sl1000_mr025_nv5_14,14,3,6,18,4,2,16,5,4,16,5,4,16,4,4
SEIR01_sl1000_mr025_nv5_15,11,3,16,20,8,7,21,7,6,18,6,9,17,6,10
SEIR01_sl1000_mr025_nv5_16,10,1,8,17,1,1,17,1,1,17,1,1,17,1,1
SEIR01_sl1000_mr025_nv5_17,4,1,7,9,2,2,9,2,2,9,2,2,9,2,2
SEIR01_sl1000_mr025_nv5_18,25,4,22,36,11,11,34,10,13,31,4,16,28,3,19
SEIR01_sl1000_mr025_nv5_19,40,1,18,54,4,4,55,3,3,53,3,5,52,3,6
SEIR01_sl1000_mr025_nv5_2,5,3,11,10,7,6,11,3,5,10,3,6,10,3,6
SEIR01_sl1000_mr025_nv5_20,11,2,13,15,9,9,15,9,9,15,7,9,15,6,9
SEIR01_sl1000_mr025_nv5_3,6,2,4,9,2,1,8,3,2,8,2,2,8,2,2
SEIR01_sl1000_mr025_nv5_4,26,3,24,38,12,12,37,13,13,35,7,15,34,5,16
SEIR01_sl1000_mr025_nv5_5,17,1,34,33,21,18,38,14,13,32,7,19,28,7,23
SEIR01_sl1000_mr025_nv5_6,4,2,4,5,3,3,5,3,3,5,3,3,5,3,3
SEIR01_sl1000_mr025_nv5_7,8,0,2,9,1,1,9,1,1,9,1,1,9,1,1
SEIR01_sl1000_mr025_nv5_8,12,2,11,21,2,2,21,2,2,20,2,3,20,2,3
SEIR01_sl1000_mr025_nv5_9,3,0,6,8,1,1,8,1,1,8,1,1,8,1,1
SEIR01_sl1000_mr05_nv10_1,6,1,7,9,4,4,9,3,4,9,2,4,9,2,4
SEIR01_sl1000_mr05_nv10_10,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1
SEIR01_sl1000_mr05_nv10_11,22,5,10,25,10,7,25,9,7,25,8,7,25,8,7
SEIR01_sl1000_mr05_nv10_12,41,3,17,50,9,8,50,9,8,47,3,11,47,3,11
SEIR01_sl1000_mr05_nv10_13,2,1,6,7,1,1,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_14,24,2,15,29,11,10,34,4,5,32,3,7,27,2,12
SEIR01_sl1000_mr05_nv10_15,11,1,5,14,2,2,13,3,3,13,2,3,13,2,3
SEIR01_sl1000_mr05_nv10_16,19,1,3,21,1,1,21,1,1,21,1,1,21,1,1
SEIR01_sl1000_mr05_nv10_17,13,1,9,20,3,2,20,3,2,20,1,2,20,1,2
SEIR01_sl1000_mr05_nv10_18,42,4,14,49,8,7,49,8,7,48,7,8,48,7,8
SEIR01_sl1000_mr05_nv10_19,3,0,4,4,4,3,4,4,3,4,2,3,4,2,3
SEIR01_sl1000_mr05_nv10_2,7,1,1,8,1,0,8,1,0,8,1,0,8,1,0
SEIR01_sl1000_mr05_nv10_20,37,2,15,43,10,9,46,8,6,43,3,9,43,3,9
SEIR01_sl1000_mr05_nv10_3,15,2,10,21,4,4,20,3,5,20,2,5,20,2,5
SEIR01_sl1000_mr05_nv10_4,7,2,4,8,4,3,8,4,3,8,4,3,8,2,3
SEIR01_sl1000_mr05_nv10_5,14,2,4,16,2,2,16,2,2,16,2,2,16,2,2
SEIR01_sl1000_mr05_nv10_6,22,4,18,34,6,6,35,4,5,32,4,8,31,4,9
SEIR01_sl1000_mr05_nv10_7,32,6,14,37,10,9,38,9,8,37,9,9,37,9,9
SEIR01_sl1000_mr05_nv10_8,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_9,17,1,9,24,2,2,24,2,2,24,2,2,22,2,4
SEIR01_sl250_mr025_nv10_1,24,13,21,32,25,13,33,22,12,33,19,12,33,16,12
SEIR01_sl250_mr025_nv10_10,11,5,6,14,5,3,14,5,3,14,5,3,14,5,3
SEIR01_sl250_mr025_nv10_11,8,4,8,13,7,3,13,7,3,13,4,3,13,4,3
SEIR01_sl250_mr025_nv10_12,28,8,15,38,10,5,35,11,8,33,7,10,33,7,10
SEIR01_sl250_mr025_nv10_13,2,2,4,4,3,2,4,3,2,3,3,3,3,3,3
SEIR01_sl250_mr025_nv10_14,23,16,23,23,28,23,23,27,23,23,18,23,23,18,23
SEIR01_sl250_mr025_nv10_15,6,4,1,7,3,0,6,4,1,6,4,1,6,3,1
SEIR01_sl250_mr025_nv10_16,19,23,27,33,31,13,30,34,16,29,31,17,28,30,18
SEIR01_sl250_mr025_nv10_17,3,7,5,4,10,4,4,10,4,4,8,4,3,6,5
SEIR01_sl250_mr025_nv10_18,22,6,10,25,11,7,21,14,11,21,7,11,21,7,11
SEIR01_sl250_mr025_nv10_19,7,1,5,10,4,2,10,4,2,10,4,2,10,4,2
SEIR01_sl250_mr025_nv10_2,10,5,4,9,8,5,10,6,4,9,5,5,9,5,5
SEIR01_sl250_mr025_nv10_20,12,2,6,13,6,5,13,6,5,13,5,5,13,5,5
SEIR01_sl250_mr025_nv10_3,17,9,10,22,11,5,22,11,5,22,11,5,22,11,5
SEIR01_sl250_mr025_nv10_4,9,2,5,13,3,1,13,3,1,13,3,1,13,3,1
SEIR01_sl250_mr025_nv10_5,24,12,17,27,21,14,29,19,12,28,17,13,27,17,14
SEIR01_sl250_mr025_nv10_6,10,9,12,14,14,8,15,13,7,15,11,7,14,11,8
SEIR01_sl250_mr025_nv10_7,11,4,3,12,5,2,12,5,2,12,5,2,12,5,2
SEIR01_sl250_mr025_nv10_8,25,12,9,26,17,8,26,17,8,26,16,8,26,12,8
SEIR01_sl250_mr025_nv10_9,40,11,21,49,23,12,51,20,10,47,15,14,47,15,14
SEIR01_sl500_mr025_nv10_1,5,3,5,5,6,5,5,6,5,5,6,5,5,6,5
SEIR01_sl500_mr025_nv10_10,6,3,8,10,4,4,10,4,4,10,4,4,10,4,4
SEIR01_sl500_mr025_nv10_11,11,3,6,14,5,3,14,5,3,14,5,3,14,5,3
SEIR01_sl500_mr025_nv10_12,38,3,13,48,4,3,46,6,5,43,3,8,43,3,8
SEIR01_sl500_mr025_nv10_13,10,2,10,14,8,6,14,7,6,14,6,6,13,4,7
SEIR01_sl500_mr025_nv10_14,5,0,1,5,2,1,5,2,1,5,2,1,5,2,1
SEIR01_sl500_mr025_nv10_15,41,4,17,48,13,10,50,11,8,46,8,12,46,8,12
SEIR01_sl500_mr025_nv10_16,9,1,6,12,4,3,12,4,3,12,4,3,12,4,3
SEIR01_sl500_mr025_nv10_17,2,1,4,2,5,4,3,4,3,2,4,4,2,4,4
SEIR01_sl500_mr025_nv10_18,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
SEIR01_sl500_mr025_nv10_19,6,4,2,5,5,3,5,5,3,5,4,3,5,4,3
SEIR01_sl500_mr025_nv10_2,4,1,4,4,4,4,5,3,3,4,3,4,4,3,4
SEIR01_sl500_mr025_nv10_20,14,3,18,23,9,9,27,6,5,22,5,10,20,5,12
SEIR01_sl500_mr025_nv10_3,18,2,3,19,4,2,19,4,2,19,4,2,19,4,2
SEIR01_sl500_mr025_nv10_4,5,0,2,6,2,1,6,2,1,5,2,2,5,2,2
SEIR01_sl500_mr025_nv10_5,3,0,2,4,3,1,4,3,1,4,1,1,4,1,1
SEIR01_sl500_mr025_nv10_6,38,3,15,49,9,4,48,8,5,46,6,7,42,4,11
SEIR01_sl500_mr025_nv10_7,23,6,11,29,8,5,27,10,7,27,7,7,27,6,7
SEIR01_sl500_mr025_nv10_8,13,3,3,14,5,2,14,5,2,14,5,2,14,5,2
SEIR01_sl500_mr025_nv10_9,7,2,2,7,2,2,7,2,2,7,2,2,7,2,2
SIR003_sl1000_mr025_nv10_1,9,1,5,10,4,4,10,4,4,10,3,4,9,2,5
SIR003_sl1000_mr025_nv10_10,8,2,5,9,4,4,11,3,2,9,3,4,9,3,4
SIR003_sl1000_mr025_nv10_11,14,1,16,19,11,11,19,13,11,17,6,13,16,3,14
SIR003_sl1000_mr025_nv10_12,31,2,18,39,11,10,38,10,11,38,4,11,37,2,12
SIR003_sl1000_mr025_nv10_13,3,1,8,6,5,5,4,2,7,4,2,7,4,2,7
SIR003_sl1000_mr025_nv10_14,7,0,8,13,2,2,12,3,3,12,1,3,12,1,3
SIR003_sl1000_mr025_nv10_15,11,2,13,17,7,7,14,7,10,14,6,10,13,5,11
SIR003_sl1000_mr025_nv10_16,7,1,10,11,6,6,12,7,5,11,3,6,11,3,6
